"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","不同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投不同意率對縣市首長得票率差距"
"171","第15案","屏東縣","來義鄉","822","2,639","3,461","271","3,732","6,257","59.65%","13.14%","42.18%",-29.04,0.7625,0.5624,2673,0.2001
"172","第15案","屏東縣","春日鄉","440","877","1,317","43","1,360","3,923","34.67%","11.22%","22.36%",-11.14,0.6659,0.5738,1737,0.0921000000000001
"173","第15案","屏東縣","獅子鄉","525","1,655","2,180","93","2,273","4,230","53.74%","12.41%","39.13%",-26.72,0.7592,0.6402,2192,0.119
"174","第15案","屏東縣","牡丹鄉","570","1,137","1,707","84","1,791","4,314","41.52%","13.21%","26.36%",-13.15,0.6661,0.5541,1772,0.112
"175","第15案","臺東縣","","24,813","62,900","87,713","8,135","95,848","185,996","51.53%","13.34%","33.82%",-20.48,0.7171,NA,NA,NA
"176","第15案","臺東縣","臺東市","12,992","31,881","44,873","3,100","47,973","87,803","54.64%","14.8%","36.31%",-21.51,0.7105,0.5604,31213,0.1501
"177","第15案","臺東縣","成功鎮","1,217","4,110","5,327","818","6,145","12,426","49.45%","9.79%","33.08%",-23.29,0.7715,0.608,4481,0.1635
"178","第15案","臺東縣","關山鎮","1,032","2,442","3,474","270","3,744","7,509","49.86%","13.74%","32.52%",-18.78,0.7029,0.6109,3094,0.092
"179","第15案","臺東縣","卑南鄉","2,112","4,952","7,064","803","7,867","14,976","52.53%","14.1%","33.07%",-18.97,0.701,0.593,5699,0.108
"180","第15案","臺東縣","鹿野鄉","896","1,965","2,861","259","3,120","6,936","44.98%","12.92%","28.33%",-15.41,0.6868,0.5209,2385,0.1659
"181","第15案","臺東縣","池上鄉","894","2,075","2,969","336","3,305","7,162","46.15%","12.48%","28.97%",-16.49,0.6989,0.5833,2588,0.1156
"182","第15案","臺東縣","東河鄉","831","2,088","2,919","420","3,339","7,635","43.73%","10.88%","27.35%",-16.47,0.7153,0.5909,2782,0.1244
"183","第15案","臺東縣","長濱鄉","593","1,717","2,310","401","2,711","6,484","41.81%","9.15%","26.48%",-17.33,0.7433,0.6049,2347,0.1384
"184","第15案","臺東縣","太麻里鄉","1,147","3,148","4,295","480","4,775","9,666","49.4%","11.87%","32.57%",-20.7,0.7329,0.6374,4251,0.0955
"185","第15案","臺東縣","大武鄉","636","1,670","2,306","399","2,705","5,266","51.37%","12.08%","31.71%",-19.63,0.7242,0.6283,2282,0.0959
"186","第15案","臺東縣","綠島鄉","467","1,039","1,506","73","1,579","3,579","44.12%","13.05%","29.03%",-15.98,0.6899,0.6581,1536,0.0317999999999999
"187","第15案","臺東縣","海端鄉","373","1,226","1,599","155","1,754","3,278","53.51%","11.38%","37.40%",-26.02,0.7667,0.7482,1661,0.0185000000000001
"188","第15案","臺東縣","延平鄉","335","1,118","1,453","146","1,599","2,930","54.57%","11.43%","38.16%",-26.73,0.7694,0.7381,1677,0.0313
"189","第15案","臺東縣","金峰鄉","454","1,176","1,630","170","1,800","3,028","59.45%","14.99%","38.84%",-23.85,0.7215,0.723,1770,-0.00149999999999995
"190","第15案","臺東縣","達仁鄉","382","1,261","1,643","188","1,831","3,137","58.37%","12.18%","40.20%",-28.02,0.7675,0.6911,1707,0.0763999999999999
"191","第15案","臺東縣","蘭嶼鄉","452","1,032","1,484","117","1,601","4,181","38.29%","10.81%","24.68%",-13.87,0.6954,0.5186,1104,0.1768
"192","第15案","花蓮縣","","38,850","97,972","136,822","9,514","146,336","278,059","52.63%","13.97%","35.23%",-21.26,0.7161,NA,NA,NA
"193","第15案","花蓮縣","花蓮市","13,072","30,596","43,668","2,054","45,722","84,807","53.91%","15.41%","36.08%",-20.67,0.7007,0.6599,32399,0.0408000000000001
"194","第15案","花蓮縣","鳳林鎮","1,327","3,547","4,874","466","5,340","9,676","55.19%","13.71%","36.66%",-22.95,0.7277,0.7626,4991,-0.0349
"195","第15案","花蓮縣","玉里鎮","2,402","6,382","8,784","997","9,781","20,650","47.37%","11.63%","30.91%",-19.28,0.7265,0.7613,9193,-0.0347999999999999
"196","第15案","花蓮縣","新城鄉","2,473","6,193","8,666","586","9,252","17,029","54.33%","14.52%","36.37%",-21.85,0.7146,0.7141,7551,0.000500000000000056
"197","第15案","花蓮縣","吉安鄉","10,232","26,015","36,247","1,847","38,094","72,116","52.82%","14.19%","36.07%",-21.88,0.7177,0.6851,28510,0.0326
"198","第15案","花蓮縣","壽豐鄉","2,363","5,703","8,066","734","8,800","15,847","55.53%","14.91%","35.99%",-21.08,0.707,0.7153,7438,-0.00830000000000009
"199","第15案","花蓮縣","光復鄉","1,345","3,871","5,216","674","5,890","11,417","51.59%","11.78%","33.91%",-22.13,0.7421,0.7736,5830,-0.0315
"200","第15案","花蓮縣","豐濱鄉","520","1,207","1,727","271","1,998","4,395","45.46%","11.83%","27.46%",-15.63,0.6989,0.777,2471,-0.0781000000000001
"201","第15案","花蓮縣","瑞穗鄉","1,135","3,451","4,586","509","5,095","10,279","49.57%","11.04%","33.57%",-22.53,0.7525,0.7578,5010,-0.00530000000000008
"202","第15案","花蓮縣","富里鄉","1,034","2,693","3,727","424","4,151","9,065","45.79%","11.41%","29.71%",-18.3,0.7226,0.7781,4628,-0.0555
"203","第15案","花蓮縣","秀林鄉","1,694","4,326","6,020","415","6,435","12,562","51.23%","13.49%","34.44%",-20.95,0.7186,0.8055,7074,-0.0869
"204","第15案","花蓮縣","萬榮鄉","668","1,986","2,654","279","2,933","5,269","55.67%","12.68%","37.69%",-25.01,0.7483,0.837,3205,-0.0887000000000001
"205","第15案","花蓮縣","卓溪鄉","585","2,002","2,587","258","2,845","4,947","57.51%","11.83%","40.47%",-28.64,0.7739,0.881,2997,-0.1071
"206","第15案","澎湖縣","","11,489","26,451","37,940","2,808","40,748","90,405","45.07%","12.71%","29.26%",-16.55,0.6972,NA,NA,NA
"207","第15案","澎湖縣","馬公市","7,572","17,018","24,590","1,571","26,161","53,655","48.76%","14.11%","31.72%",-17.61,0.6921,0.4114,12806,0.2807
"208","第15案","澎湖縣","湖西鄉","1,473","3,640","5,113","407","5,520","12,741","43.32%","11.56%","28.57%",-17.01,0.7119,0.3128,2452,0.3991
"209","第15案","澎湖縣","白沙鄉","947","2,395","3,342","309","3,651","8,625","42.33%","10.98%","27.77%",-16.79,0.7166,0.3813,1951,0.3353
"210","第15案","澎湖縣","西嶼鄉","684","1,598","2,282","276","2,558","7,382","34.65%","9.27%","21.65%",-12.38,0.7003,0.3854,1558,0.3149
"211","第15案","澎湖縣","望安鄉","487","1,186","1,673","167","1,840","4,628","39.76%","10.52%","25.63%",-15.11,0.7089,0.2884,841,0.4205
"212","第15案","澎湖縣","七美鄉","326","614","940","78","1,018","3,374","30.17%","9.66%","18.20%",-8.54,0.6532,0.5136,962,0.1396
"213","第15案","基隆市","","54,369","102,268","156,637","8,427","165,064","320,030","51.58%","16.99%","31.96%",-14.97,0.6529,NA,NA,NA
"214","第15案","基隆市","中正區","6,983","13,181","20,164","1,324","21,488","45,545","47.18%","15.33%","28.94%",-13.61,0.6537,0.4721,12009,0.1816
"215","第15案","基隆市","七堵區","8,017","15,107","23,124","1,356","24,480","46,256","52.92%","17.33%","32.66%",-15.33,0.6533,0.425,11745,0.2283
"216","第15案","基隆市","暖暖區","5,869","10,948","16,817","679","17,496","33,225","52.66%","17.66%","32.95%",-15.29,0.651,0.4676,9222,0.1834
"217","第15案","基隆市","仁愛區","6,390","11,793","18,183","1,326","19,509","36,738","53.1%","17.39%","32.10%",-14.71,0.6486,0.4413,9877,0.2073
"218","第15案","基隆市","中山區","6,929","13,362","20,291","1,097","21,388","41,856","51.1%","16.55%","31.92%",-15.37,0.6585,0.4551,11424,0.2034
"219","第15案","基隆市","安樂區","12,312","22,626","34,938","1,633","36,571","70,396","51.95%","17.49%","32.14%",-14.65,0.6476,0.4504,18580,0.1972
"220","第15案","基隆市","信義區","7,869","15,251","23,120","1,012","24,132","46,014","52.44%","17.1%","33.14%",-16.04,0.6596,0.5035,13672,0.1561
"221","第15案","新竹市","","67,231","123,030","190,261","8,894","199,155","351,775","56.61%","19.11%","34.97%",-15.86,0.6466,NA,NA,NA
"222","第15案","新竹市","東區","32,753","57,090","89,843","3,696","93,539","163,757","57.12%","20%","34.86%",-14.86,0.6354,0.2923,29097,0.3431
"223","第15案","新竹市","北區","22,925","42,900","65,825","3,223","69,048","123,122","56.08%","18.62%","34.84%",-16.22,0.6517,0.2743,20850,0.3774
"224","第15案","新竹市","香山區","11,553","23,040","34,593","1,975","36,568","64,896","56.35%","17.8%","35.50%",-17.7,0.666,0.2542,10561,0.4118
"225","第15案","嘉義市","","39,449","75,746","115,195","5,781","120,976","221,553","54.6%","17.81%","34.19%",-16.38,0.6575,NA,NA,NA
"226","第15案","嘉義市","東區","18,474","33,619","52,093","2,560","54,653","100,647","54.3%","18.36%","33.40%",-15.04,0.6454,0.4364,27558,0.209
"227","第15案","嘉義市","西區","20,975","42,127","63,102","3,221","66,323","120,906","54.86%","17.35%","34.84%",-17.49,0.6676,0.3921,31000,0.2755
"228","第15案","臺北市","","479,771","751,265","1,231,036","58,945","1,289,981","2,228,430","57.89%","21.53%","33.71%",-12.18,0.6103,NA,NA,NA
"229","第15案","臺北市","松山區","37,298","58,829","96,127","4,313","100,440","169,278","59.33%","22.03%","34.75%",-12.72,0.612,0.4336,46381,0.1784
"230","第15案","臺北市","信義區","40,135","65,500","105,635","4,827","110,462","190,444","58%","21.07%","34.39%",-13.32,0.6201,0.4399,53955,0.1802
"231","第15案","臺北市","大安區","54,598","85,851","140,449","5,548","145,997","252,645","57.79%","21.61%","33.98%",-12.37,0.6113,0.4573,72325,0.154
"232","第15案","臺北市","中山區","42,578","64,018","106,596","5,211","111,807","195,148","57.29%","21.82%","32.80%",-10.98,0.6006,0.3838,46746,0.2168
"233","第15案","臺北市","中正區","27,634","44,386","72,020","3,023","75,043","128,292","58.49%","21.54%","34.60%",-13.06,0.6163,0.4183,33897,0.198
"234","第15案","臺北市","大同區","24,094","34,885","58,979","3,537","62,516","107,557","58.12%","22.4%","32.43%",-10.03,0.5915,0.2969,20763,0.2946
"235","第15案","臺北市","萬華區","33,238","52,945","86,183","5,302","91,485","164,020","55.78%","20.26%","32.28%",-12.02,0.6143,0.3705,38666,0.2438
"236","第15案","臺北市","文山區","49,133","81,140","130,273","5,773","136,046","227,211","59.88%","21.62%","35.71%",-14.09,0.6228,0.4715,68586,0.1513
"237","第15案","臺北市","南港區","22,312","34,517","56,829","2,479","59,308","101,907","58.2%","21.89%","33.87%",-11.98,0.6074,0.3945,26282,0.2129
"238","第15案","臺北市","內湖區","52,518","80,236","132,754","5,283","138,037","236,824","58.29%","22.18%","33.88%",-11.7,0.6044,0.4102,61566,0.1942
"239","第15案","臺北市","士林區","51,855","79,244","131,099","7,642","138,741","241,854","57.37%","21.44%","32.77%",-11.33,0.6045,0.3646,55954,0.2399
"240","第15案","臺北市","北投區","44,378","69,714","114,092","6,007","120,099","213,250","56.32%","20.81%","32.69%",-11.88,0.611,0.3908,52445,0.2202
"241","第15案","高雄市","","436,565","870,018","1,306,583","78,331","1,384,914","2,353,342","58.85%","18.55%","36.97%",-18.42,0.6659,NA,NA,NA
"242","第15案","高雄市","鹽埕區","4,613","7,277","11,890","575","12,465","21,617","57.66%","21.34%","33.66%",-12.32,0.612,0.4828,7633,0.1292
"243","第15案","高雄市","鼓山區","22,321","42,999","65,320","3,097","68,417","114,979","59.5%","19.41%","37.40%",-17.99,0.6583,0.5704,45816,0.0879
"244","第15案","高雄市","左營區","30,605","63,666","94,271","3,966","98,237","161,367","60.88%","18.97%","39.45%",-20.48,0.6754,0.6199,68255,0.0555
"245","第15案","高雄市","楠梓區","28,585","57,582","86,167","5,512","91,679","153,132","59.87%","18.67%","37.60%",-18.93,0.6683,0.5658,59478,0.1025
"246","第15案","高雄市","三民區","56,856","106,137","162,993","8,385","171,378","289,519","59.19%","19.64%","36.66%",-17.02,0.6512,0.5279,105406,0.1233
"247","第15案","高雄市","新興區","9,445","16,428","25,873","1,336","27,209","44,355","61.34%","21.29%","37.04%",-15.75,0.6349,0.5334,16776,0.1015
"248","第15案","高雄市","前金區","4,776","8,995","13,771","738","14,509","23,928","60.64%","19.96%","37.59%",-17.63,0.6532,0.5383,9120,0.1149
"249","第15案","高雄市","苓雅區","29,700","55,824","85,524","4,183","89,707","146,786","61.11%","20.23%","38.03%",-17.8,0.6527,0.546,57171,0.1067
"250","第15案","高雄市","前鎮區","30,275","58,765","89,040","5,948","94,988","161,797","58.71%","18.71%","36.32%",-17.61,0.66,0.5253,59572,0.1347
"251","第15案","高雄市","旗津區","4,223","7,751","11,974","1,017","12,991","24,860","52.26%","16.99%","31.18%",-14.19,0.6473,0.4549,7993,0.1924
"252","第15案","高雄市","小港區","25,181","48,504","73,685","4,154","77,839","132,733","58.64%","18.97%","36.54%",-17.57,0.6583,0.517,47806,0.1413
"253","第15案","高雄市","鳳山區","55,770","113,855","169,625","9,216","178,841","300,510","59.51%","18.56%","37.89%",-19.33,0.6712,0.5654,118466,0.1058
"254","第15案","高雄市","林園區","10,174","20,560","30,734","2,234","32,968","59,129","55.76%","17.21%","34.77%",-17.56,0.669,0.474,20149,0.195
"255","第15案","高雄市","大寮區","16,588","35,551","52,139","3,391","55,530","97,309","57.07%","17.05%","36.53%",-19.48,0.6819,0.5217,35636,0.1602
"256","第15案","高雄市","大樹區","6,166","13,003","19,169","1,427","20,596","36,772","56.01%","16.77%","35.36%",-18.59,0.6783,0.4833,12945,0.195
"257","第15案","高雄市","大社區","5,753","10,353","16,106","1,205","17,311","30,046","57.61%","19.15%","34.46%",-15.31,0.6428,0.4889,10378,0.1539
"258","第15案","高雄市","仁武區","13,068","28,094","41,162","1,991","43,153","73,611","58.62%","17.75%","38.17%",-20.42,0.6825,0.514,26659,0.1685
"259","第15案","高雄市","鳥松區","7,877","14,661","22,538","1,305","23,843","39,191","60.84%","20.1%","37.41%",-17.31,0.6505,0.5223,14410,0.1282
"260","第15案","高雄市","岡山區","14,680","32,567","47,247","2,620","49,867","81,244","61.38%","18.07%","40.09%",-22.02,0.6893,0.5493,32410,0.14
"261","第15案","高雄市","橋頭區","6,321","12,345","18,666","1,594","20,260","32,565","62.21%","19.41%","37.91%",-18.5,0.6614,0.4445,10888,0.2169
"262","第15案","高雄市","燕巢區","4,398","9,355","13,753","1,159","14,912","26,012","57.33%","16.91%","35.96%",-19.05,0.6802,0.5088,9448,0.1714
"263","第15案","高雄市","田寮區","897","1,982","2,879","325","3,204","6,671","48.03%","13.45%","29.71%",-16.26,0.6884,0.4358,2252,0.2526
"264","第15案","高雄市","阿蓮區","4,353","8,139","12,492","792","13,284","24,534","54.15%","17.74%","33.17%",-15.43,0.6515,0.4712,8322,0.1803
"265","第15案","高雄市","路竹區","7,908","16,072","23,980","1,964","25,944","43,850","59.17%","18.03%","36.65%",-18.62,0.6702,0.5243,16545,0.1459
"266","第15案","高雄市","湖內區","4,289","9,148","13,437","942","14,379","25,729","55.89%","16.67%","35.56%",-18.89,0.6808,0.4967,9133,0.1841
"267","第15案","高雄市","茄萣區","4,510","8,546","13,056","1,111","14,167","26,212","54.05%","17.21%","32.60%",-15.39,0.6546,0.4772,8662,0.1774
"268","第15案","高雄市","永安區","2,323","4,723","7,046","527","7,573","12,001","63.1%","19.36%","39.36%",-20,0.6703,0.4962,4545,0.1741
"269","第15案","高雄市","彌陀區","2,893","6,438","9,331","889","10,220","16,487","61.99%","17.55%","39.05%",-21.5,0.69,0.5277,6756,0.1623
"270","第15案","高雄市","梓官區","5,238","11,624","16,862","1,304","18,166","31,025","58.55%","16.88%","37.47%",-20.59,0.6894,0.4681,10509,0.2213
"271","第15案","高雄市","旗山區","5,654","10,819","16,473","1,483","17,956","31,996","56.12%","17.67%","33.81%",-16.14,0.6568,0.5234,12379,0.1334
"272","第15案","高雄市","美濃區","4,922","12,858","17,780","1,641","19,421","35,311","55%","13.94%","36.41%",-22.47,0.7232,0.6109,15478,0.1123
"273","第15案","高雄市","六龜區","1,451","3,386","4,837","642","5,479","11,501","47.64%","12.62%","29.44%",-16.82,0.7,0.5429,4084,0.1571
"274","第15案","高雄市","甲仙區","706","1,702","2,408","279","2,687","5,417","49.6%","13.03%","31.42%",-18.39,0.7068,0.6017,2339,0.1051
"275","第15案","高雄市","杉林區","1,437","2,898","4,335","460","4,795","10,607","45.21%","13.55%","27.32%",-13.77,0.6685,0.5645,4129,0.104
"276","第15案","高雄市","內門區","1,695","3,965","5,660","645","6,305","13,002","48.49%","13.04%","30.50%",-17.46,0.7005,0.5381,5446,0.1624
"277","第15案","高雄市","茂林區","246","812","1,058","52","1,110","1,615","68.73%","15.23%","50.28%",-35.05,0.7675,0.9183,1281,-0.1508
"278","第15案","高雄市","桃源區","385","1,450","1,835","100","1,935","3,498","55.32%","11.01%","41.45%",-30.44,0.7902,0.8851,2519,-0.0949
"279","第15案","高雄市","那瑪夏區","283","1,184","1,467","122","1,589","2,424","65.55%","11.67%","48.84%",-37.17,0.8071,0.8508,1751,-0.0437
"280","第15案","新北市","","631,350","1,127,654","1,759,004","107,872","1,866,876","3,375,513","55.31%","18.7%","33.41%",-14.71,0.6411,NA,NA,NA
"281","第15案","新北市","板橋區","89,876","156,175","246,051","16,356","262,407","463,411","56.63%","19.39%","33.70%",-14.31,0.6347,0.5397,154687,0.0950000000000001
"282","第15案","新北市","三重區","64,488","107,248","171,736","12,610","184,346","329,846","55.89%","19.55%","32.51%",-12.96,0.6245,0.4978,99925,0.1267
"283","第15案","新北市","中和區","65,604","122,740","188,344","9,839","198,183","355,978","55.67%","18.43%","34.48%",-16.05,0.6517,0.6331,139022,0.0185999999999999
"284","第15案","新北市","永和區","37,605","68,429","106,034","5,143","111,177","187,798","59.2%","20.02%","36.44%",-16.42,0.6453,0.6746,79362,-0.0293
"285","第15案","新北市","新莊區","67,789","117,471","185,260","11,395","196,655","344,981","57%","19.65%","34.05%",-14.4,0.6341,0.5172,108240,0.1169
"286","第15案","新北市","新店區","48,345","93,966","142,311","7,075","149,386","264,053","56.57%","18.31%","35.59%",-17.28,0.6603,0.6873,109759,-0.027
"287","第15案","新北市","樹林區","28,180","51,144","79,324","4,931","84,255","152,102","55.39%","18.53%","33.62%",-15.09,0.6447,0.5413,49090,0.1034
"288","第15案","新北市","鶯歌區","12,659","23,037","35,696","2,140","37,836","71,645","52.81%","17.67%","32.15%",-14.48,0.6454,0.5349,23419,0.1105
"289","第15案","新北市","三峽區","16,312","30,727","47,039","2,757","49,796","94,291","52.81%","17.3%","32.59%",-15.29,0.6532,0.5736,31822,0.0796
"290","第15案","新北市","淡水區","26,552","47,418","73,970","3,662","77,632","147,272","52.71%","18.03%","32.20%",-14.17,0.641,0.6033,51336,0.0377000000000001
"291","第15案","新北市","汐止區","32,285","54,856","87,141","4,848","91,989","173,831","52.92%","18.57%","31.56%",-12.99,0.6295,0.6128,61139,0.0166999999999999
"292","第15案","新北市","瑞芳區","5,235","10,465","15,700","1,265","16,965","35,036","48.42%","14.94%","29.87%",-14.93,0.6666,0.6249,13393,0.0417
"293","第15案","新北市","土城區","37,665","66,049","103,714","6,692","110,406","200,783","54.99%","18.76%","32.90%",-14.14,0.6368,0.5615,66487,0.0753
"294","第15案","新北市","蘆洲區","31,191","52,571","83,762","5,891","89,653","167,457","53.54%","18.63%","31.39%",-12.76,0.6276,0.4944,47271,0.1332
"295","第15案","新北市","五股區","12,868","23,458","36,326","2,422","38,748","72,443","53.49%","17.76%","32.38%",-14.62,0.6458,0.5223,22276,0.1235
"296","第15案","新北市","泰山區","11,793","21,896","33,689","1,893","35,582","64,252","55.38%","18.35%","34.08%",-15.73,0.6499,0.5423,20885,0.1076
"297","第15案","新北市","林口區","16,881","29,035","45,916","2,376","48,292","86,203","56.02%","19.58%","33.68%",-14.1,0.6324,0.5908,30150,0.0416
"298","第15案","新北市","深坑區","3,861","6,894","10,755","625","11,380","20,624","55.18%","18.72%","33.43%",-14.71,0.641,0.5997,7720,0.0413
"299","第15案","新北市","石碇區","1,094","2,082","3,176","293","3,469","6,861","50.56%","15.95%","30.35%",-14.4,0.6555,0.4773,2272,0.1782
"300","第15案","新北市","坪林區","898","1,829","2,727","291","3,018","5,891","51.23%","15.24%","31.05%",-15.81,0.6707,0.4454,1811,0.2253
"301","第15案","新北市","三芝區","3,186","5,837","9,023","741","9,764","20,119","48.53%","15.84%","29.01%",-13.17,0.6469,0.594,7191,0.0529000000000001
"302","第15案","新北市","石門區","1,579","3,331","4,910","541","5,451","10,528","51.78%","15%","31.64%",-16.64,0.6784,0.587,4162,0.0913999999999999
"303","第15案","新北市","八里區","5,690","10,721","16,411","1,076","17,487","32,970","53.04%","17.26%","32.52%",-15.26,0.6533,0.54,10545,0.1133
"304","第15案","新北市","平溪區","547","1,297","1,844","233","2,077","4,321","48.07%","12.66%","30.02%",-17.36,0.7034,0.5328,1616,0.1706
"305","第15案","新北市","雙溪區","1,037","2,472","3,509","374","3,883","7,999","48.54%","12.96%","30.90%",-17.94,0.7045,0.5582,3062,0.1463
"306","第15案","新北市","貢寮區","1,418","3,049","4,467","482","4,949","11,279","43.88%","12.57%","27.03%",-14.46,0.6826,0.4579,3123,0.2247
"307","第15案","新北市","金山區","3,271","5,466","8,737","890","9,627","18,978","50.73%","17.24%","28.80%",-11.56,0.6256,0.5389,6246,0.0867
"308","第15案","新北市","萬里區","2,609","6,072","8,681","926","9,607","19,297","49.78%","13.52%","31.47%",-17.95,0.6995,0.5705,6547,0.129
"309","第15案","新北市","烏來區","832","1,919","2,751","105","2,856","5,264","54.26%","15.81%","36.46%",-20.65,0.6976,0.6477,2572,0.0499000000000001
"310","第15案","臺中市","","411,320","850,532","1,261,852","71,273","1,333,125","2,295,642","58.07%","17.92%","37.05%",-19.13,0.674,NA,NA,NA
"311","第15案","臺中市","中區","2,487","5,268","7,755","485","8,240","14,696","56.07%","16.92%","35.85%",-18.93,0.6793,0.5329,4859,0.1464
"312","第15案","臺中市","東區","11,829","23,874","35,703","2,239","37,942","64,291","59.02%","18.4%","37.13%",-18.73,0.6687,0.5303,22055,0.1384
"313","第15案","臺中市","南區","20,975","39,392","60,367","3,321","63,688","103,643","61.45%","20.24%","38.01%",-17.77,0.6525,0.5624,37250,0.0901
"314","第15案","臺中市","西區","19,150","34,098","53,248","2,543","55,791","95,040","58.7%","20.15%","35.88%",-15.73,0.6404,0.5611,33534,0.0792999999999999
"315","第15案","臺中市","北區","23,371","44,261","67,632","2,943","70,575","124,621","56.63%","18.75%","35.52%",-16.77,0.6544,0.5967,45769,0.0577
"316","第15案","臺中市","西屯區","35,684","66,785","102,469","4,496","106,965","183,814","58.19%","19.41%","36.33%",-16.92,0.6518,0.603,67437,0.0488000000000001
"317","第15案","臺中市","南屯區","27,215","51,229","78,444","3,663","82,107","135,448","60.62%","20.09%","37.82%",-17.73,0.6531,0.5819,49134,0.0712
"318","第15案","臺中市","北屯區","41,689","83,227","124,916","5,529","130,445","227,720","57.28%","18.31%","36.55%",-18.24,0.6663,0.6067,84485,0.0596
"319","第15案","臺中市","豐原區","25,365","52,434","77,799","4,495","82,294","136,658","60.22%","18.56%","38.37%",-19.81,0.674,0.5164,46436,0.1576
"320","第15案","臺中市","東勢區","6,696","16,783","23,479","1,855","25,334","43,181","58.67%","15.51%","38.87%",-23.36,0.7148,0.6223,18216,0.0925
"321","第15案","臺中市","大甲區","10,769","23,336","34,105","2,368","36,473","63,069","57.83%","17.07%","37.00%",-19.93,0.6842,0.5471,22958,0.1371
"322","第15案","臺中市","清水區","12,574","26,528","39,102","2,788","41,890","71,528","58.56%","17.58%","37.09%",-19.51,0.6784,0.5213,25523,0.1571
"323","第15案","臺中市","沙鹿區","12,711","27,332","40,043","2,280","42,323","74,207","57.03%","17.13%","36.83%",-19.7,0.6826,0.5563,26784,0.1263
"324","第15案","臺中市","梧棲區","7,915","17,312","25,227","1,665","26,892","47,040","57.17%","16.83%","36.80%",-19.97,0.6862,0.5114,15729,0.1748
"325","第15案","臺中市","后里區","7,622","16,964","24,586","1,666","26,252","44,962","58.39%","16.95%","37.73%",-20.78,0.69,0.5718,17677,0.1182
"326","第15案","臺中市","神岡區","9,121","21,157","30,278","2,144","32,422","54,565","59.42%","16.72%","38.77%",-22.05,0.6988,0.4919,17928,0.2069
"327","第15案","臺中市","潭子區","15,257","33,803","49,060","2,572","51,632","89,487","57.7%","17.05%","37.77%",-20.72,0.689,0.5568,31938,0.1322
"328","第15案","臺中市","大雅區","13,441","28,615","42,056","2,356","44,412","77,189","57.54%","17.41%","37.07%",-19.66,0.6804,0.5704,27797,0.11
"329","第15案","臺中市","新社區","2,984","7,517","10,501","684","11,185","20,860","53.62%","14.3%","36.04%",-21.74,0.7158,0.5851,8767,0.1307
"330","第15案","臺中市","石岡區","2,109","4,964","7,073","552","7,625","12,880","59.2%","16.37%","38.54%",-22.17,0.7018,0.5943,5393,0.1075
"331","第15案","臺中市","外埔區","4,102","10,757","14,859","1,018","15,877","27,059","58.68%","15.16%","39.75%",-24.59,0.7239,0.6007,11040,0.1232
"332","第15案","臺中市","大安區","2,665","6,258","8,923","829","9,752","16,520","59.03%","16.13%","37.88%",-21.75,0.7013,0.5662,6732,0.1351
"333","第15案","臺中市","烏日區","10,735","23,059","33,794","2,375","36,169","61,705","58.62%","17.4%","37.37%",-19.97,0.6823,0.5691,22951,0.1132
"334","第15案","臺中市","大肚區","7,860","18,142","26,002","1,772","27,774","47,457","58.52%","16.56%","38.23%",-21.67,0.6977,0.561,17821,0.1367
"335","第15案","臺中市","龍井區","10,744","23,229","33,973","2,116","36,089","63,584","56.76%","16.9%","36.53%",-19.63,0.6837,0.55,22757,0.1337
"336","第15案","臺中市","霧峰區","9,513","21,777","31,290","2,297","33,587","55,225","60.82%","17.23%","39.43%",-22.2,0.696,0.5583,20936,0.1377
"337","第15案","臺中市","太平區","25,949","55,823","81,772","4,731","86,503","157,926","54.77%","16.43%","35.35%",-18.92,0.6827,0.5662,53613,0.1165
"338","第15案","臺中市","大里區","29,508","62,260","91,768","5,115","96,883","171,769","56.4%","17.18%","36.25%",-19.07,0.6785,0.5463,57527,0.1322
"339","第15案","臺中市","和平區","1,280","4,348","5,628","376","6,004","9,498","63.21%","13.48%","45.78%",-32.3,0.7726,0.7015,4950,0.0710999999999999
"340","第15案","臺南市","","270,957","502,776","773,733","45,753","819,486","1,594,821","51.38%","16.99%","31.53%",-14.54,0.6498,NA,NA,NA
"341","第15案","臺南市","新營區","10,841","20,018","30,859","1,481","32,340","64,949","49.79%","16.69%","30.82%",-14.13,0.6487,0.3698,14120,0.2789
"342","第15案","臺南市","鹽水區","3,508","6,307","9,815","774","10,589","22,121","47.87%","15.86%","28.51%",-12.65,0.6426,0.2789,3981,0.3637
"343","第15案","臺南市","白河區","3,476","6,415","9,891","838","10,729","24,894","43.1%","13.96%","25.77%",-11.81,0.6486,0.3071,4715,0.3415
"344","第15案","臺南市","柳營區","2,872","5,658","8,530","766","9,296","18,804","49.44%","15.27%","30.09%",-14.82,0.6633,0.2972,3630,0.3661
"345","第15案","臺南市","後壁區","2,975","5,775","8,750","867","9,617","20,841","46.14%","14.27%","27.71%",-13.44,0.66,0.2853,3940,0.3747
"346","第15案","臺南市","東山區","2,089","4,204","6,293","647","6,940","18,471","37.57%","11.31%","22.76%",-11.45,0.668,0.3397,3742,0.3283
"347","第15案","臺南市","麻豆區","6,621","10,960","17,581","1,048","18,629","37,963","49.07%","17.44%","28.87%",-11.43,0.6234,0.2334,5630,0.39
