"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","不同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投不同意率對縣市首長得票率差距"
"171","第14案","屏東縣","來義鄉","788","2,692","3,480","254","3,734","6,257","59.68%","12.59%","43.02%",-30.43,0.7736,0.5624,2673,0.2112
"172","第14案","屏東縣","春日鄉","432","897","1,329","52","1,381","3,923","35.2%","11.01%","22.87%",-11.86,0.6749,0.5738,1737,0.1011
"173","第14案","屏東縣","獅子鄉","515","1,674","2,189","100","2,289","4,230","54.11%","12.17%","39.57%",-27.4,0.7647,0.6402,2192,0.1245
"174","第14案","屏東縣","牡丹鄉","527","1,196","1,723","76","1,799","4,314","41.7%","12.22%","27.72%",-15.5,0.6941,0.5541,1772,0.14
"175","第14案","臺東縣","","23,365","65,685","89,050","6,940","95,990","185,996","51.61%","12.56%","35.32%",-22.76,0.7376,NA,NA,NA
"176","第14案","臺東縣","臺東市","12,117","33,290","45,407","2,640","48,047","87,803","54.72%","13.8%","37.91%",-24.11,0.7331,0.5604,31213,0.1727
"177","第14案","臺東縣","成功鎮","1,189","4,309","5,498","649","6,147","12,426","49.47%","9.57%","34.68%",-25.11,0.7837,0.608,4481,0.1757
"178","第14案","臺東縣","關山鎮","924","2,596","3,520","227","3,747","7,509","49.9%","12.31%","34.57%",-22.26,0.7375,0.6109,3094,0.1266
"179","第14案","臺東縣","卑南鄉","1,956","5,204","7,160","708","7,868","14,976","52.54%","13.06%","34.75%",-21.69,0.7268,0.593,5699,0.1338
"180","第14案","臺東縣","鹿野鄉","864","2,044","2,908","220","3,128","6,936","45.1%","12.46%","29.47%",-17.01,0.7029,0.5209,2385,0.182
"181","第14案","臺東縣","池上鄉","818","2,187","3,005","301","3,306","7,162","46.16%","11.42%","30.54%",-19.12,0.7278,0.5833,2588,0.1445
"182","第14案","臺東縣","東河鄉","788","2,203","2,991","358","3,349","7,635","43.86%","10.32%","28.85%",-18.53,0.7365,0.5909,2782,0.1456
"183","第14案","臺東縣","長濱鄉","562","1,793","2,355","363","2,718","6,484","41.92%","8.67%","27.65%",-18.98,0.7614,0.6049,2347,0.1565
"184","第14案","臺東縣","太麻里鄉","1,099","3,268","4,367","420","4,787","9,666","49.52%","11.37%","33.81%",-22.44,0.7483,0.6374,4251,0.1109
"185","第14案","臺東縣","大武鄉","621","1,713","2,334","376","2,710","5,266","51.46%","11.79%","32.53%",-20.74,0.7339,0.6283,2282,0.1056
"186","第14案","臺東縣","綠島鄉","481","1,040","1,521","58","1,579","3,579","44.12%","13.44%","29.06%",-15.62,0.6838,0.6581,1536,0.0256999999999999
"187","第14案","臺東縣","海端鄉","351","1,281","1,632","124","1,756","3,278","53.57%","10.71%","39.08%",-28.37,0.7849,0.7482,1661,0.0367000000000001
"188","第14案","臺東縣","延平鄉","352","1,135","1,487","117","1,604","2,930","54.74%","12.01%","38.74%",-26.73,0.7633,0.7381,1677,0.0252
"189","第14案","臺東縣","金峰鄉","453","1,217","1,670","145","1,815","3,028","59.94%","14.96%","40.19%",-25.23,0.7287,0.723,1770,0.00570000000000004
"190","第14案","臺東縣","達仁鄉","373","1,312","1,685","144","1,829","3,137","58.3%","11.89%","41.82%",-29.93,0.7786,0.6911,1707,0.0874999999999999
"191","第14案","臺東縣","蘭嶼鄉","417","1,093","1,510","90","1,600","4,181","38.27%","9.97%","26.14%",-16.17,0.7238,0.5186,1104,0.2052
"192","第14案","花蓮縣","","36,102","100,144","136,246","10,129","146,375","278,059","52.64%","12.98%","36.02%",-23.04,0.735,NA,NA,NA
"193","第14案","花蓮縣","花蓮市","12,198","31,255","43,453","2,228","45,681","84,807","53.86%","14.38%","36.85%",-22.47,0.7193,0.6599,32399,0.0594000000000001
"194","第14案","花蓮縣","鳳林鎮","1,242","3,638","4,880","468","5,348","9,676","55.27%","12.84%","37.60%",-24.76,0.7455,0.7626,4991,-0.0171
"195","第14案","花蓮縣","玉里鎮","2,279","6,432","8,711","1,083","9,794","20,650","47.43%","11.04%","31.15%",-20.11,0.7384,0.7613,9193,-0.0229
"196","第14案","花蓮縣","新城鄉","2,336","6,293","8,629","617","9,246","17,029","54.3%","13.72%","36.95%",-23.23,0.7293,0.7141,7551,0.0152
"197","第14案","花蓮縣","吉安鄉","9,393","26,662","36,055","2,081","38,136","72,116","52.88%","13.02%","36.97%",-23.95,0.7395,0.6851,28510,0.0544
"198","第14案","花蓮縣","壽豐鄉","2,161","5,885","8,046","758","8,804","15,847","55.56%","13.64%","37.14%",-23.5,0.7314,0.7153,7438,0.0161
"199","第14案","花蓮縣","光復鄉","1,246","3,966","5,212","669","5,881","11,417","51.51%","10.91%","34.74%",-23.83,0.7609,0.7736,5830,-0.0126999999999999
"200","第14案","花蓮縣","豐濱鄉","485","1,248","1,733","273","2,006","4,395","45.64%","11.04%","28.40%",-17.36,0.7201,0.777,2471,-0.0569000000000001
"201","第14案","花蓮縣","瑞穗鄉","1,029","3,532","4,561","516","5,077","10,279","49.39%","10.01%","34.36%",-24.35,0.7744,0.7578,5010,0.0165999999999999
"202","第14案","花蓮縣","富里鄉","913","2,810","3,723","434","4,157","9,065","45.86%","10.07%","31.00%",-20.93,0.7548,0.7781,4628,-0.0233
"203","第14案","花蓮縣","秀林鄉","1,602","4,402","6,004","449","6,453","12,562","51.37%","12.75%","35.04%",-22.29,0.7332,0.8055,7074,-0.0723
"204","第14案","花蓮縣","萬榮鄉","667","2,014","2,681","262","2,943","5,269","55.86%","12.66%","38.22%",-25.56,0.7512,0.837,3205,-0.0858000000000001
"205","第14案","花蓮縣","卓溪鄉","551","2,007","2,558","291","2,849","4,947","57.59%","11.14%","40.57%",-29.43,0.7846,0.881,2997,-0.0963999999999999
"206","第14案","澎湖縣","","11,008","27,052","38,060","2,692","40,752","90,405","45.08%","12.18%","29.92%",-17.74,0.7108,NA,NA,NA
"207","第14案","澎湖縣","馬公市","7,199","17,432","24,631","1,522","26,153","53,655","48.74%","13.42%","32.49%",-19.07,0.7077,0.4114,12806,0.2963
"208","第14案","澎湖縣","湖西鄉","1,445","3,701","5,146","378","5,524","12,741","43.36%","11.34%","29.05%",-17.71,0.7192,0.3128,2452,0.4064
"209","第14案","澎湖縣","白沙鄉","886","2,483","3,369","287","3,656","8,625","42.39%","10.27%","28.79%",-18.52,0.737,0.3813,1951,0.3557
"210","第14案","澎湖縣","西嶼鄉","666","1,618","2,284","270","2,554","7,382","34.6%","9.02%","21.92%",-12.9,0.7084,0.3854,1558,0.323
"211","第14案","澎湖縣","望安鄉","495","1,193","1,688","156","1,844","4,628","39.84%","10.7%","25.78%",-15.08,0.7068,0.2884,841,0.4184
"212","第14案","澎湖縣","七美鄉","317","625","942","79","1,021","3,374","30.26%","9.4%","18.52%",-9.12,0.6635,0.5136,962,0.1499
"213","第14案","基隆市","","53,224","103,741","156,965","8,372","165,337","320,030","51.66%","16.63%","32.42%",-15.79,0.6609,NA,NA,NA
"214","第14案","基隆市","中正區","6,497","13,633","20,130","1,355","21,485","45,545","47.17%","14.27%","29.93%",-15.66,0.6772,0.4721,12009,0.2051
"215","第14案","基隆市","七堵區","7,825","15,342","23,167","1,340","24,507","46,256","52.98%","16.92%","33.17%",-16.25,0.6622,0.425,11745,0.2372
"216","第14案","基隆市","暖暖區","5,920","11,065","16,985","713","17,698","33,225","53.27%","17.82%","33.30%",-15.48,0.6515,0.4676,9222,0.1839
"217","第14案","基隆市","仁愛區","6,151","12,100","18,251","1,309","19,560","36,738","53.24%","16.74%","32.94%",-16.2,0.663,0.4413,9877,0.2217
"218","第14案","基隆市","中山區","6,749","13,396","20,145","1,141","21,286","41,856","50.86%","16.12%","32.00%",-15.88,0.665,0.4551,11424,0.2099
"219","第14案","基隆市","安樂區","12,394","22,700","35,094","1,570","36,664","70,396","52.08%","17.61%","32.25%",-14.64,0.6468,0.4504,18580,0.1964
"220","第14案","基隆市","信義區","7,688","15,505","23,193","944","24,137","46,014","52.46%","16.71%","33.70%",-16.99,0.6685,0.5035,13672,0.165
"221","第14案","新竹市","","65,851","124,511","190,362","8,887","199,249","351,775","56.64%","18.72%","35.40%",-16.68,0.6541,NA,NA,NA
"222","第14案","新竹市","東區","32,694","57,138","89,832","3,741","93,573","163,757","57.14%","19.96%","34.89%",-14.93,0.6361,0.2923,29097,0.3438
"223","第14案","新竹市","北區","22,029","43,977","66,006","3,196","69,202","123,122","56.21%","17.89%","35.72%",-17.83,0.6663,0.2743,20850,0.392
"224","第14案","新竹市","香山區","11,128","23,396","34,524","1,950","36,474","64,896","56.2%","17.15%","36.05%",-18.9,0.6777,0.2542,10561,0.4235
"225","第14案","嘉義市","","37,776","77,841","115,617","6,009","121,626","221,553","54.9%","17.05%","35.13%",-18.08,0.6733,NA,NA,NA
"226","第14案","嘉義市","東區","17,757","34,768","52,525","2,599","55,124","100,647","54.77%","17.64%","34.54%",-16.9,0.6619,0.4364,27558,0.2255
"227","第14案","嘉義市","西區","20,019","43,073","63,092","3,410","66,502","120,906","55%","16.56%","35.63%",-19.07,0.6827,0.3921,31000,0.2906
"228","第14案","臺北市","","469,793","762,277","1,232,070","59,045","1,291,115","2,228,430","57.94%","21.08%","34.21%",-13.13,0.6187,NA,NA,NA
"229","第14案","臺北市","松山區","36,698","59,358","96,056","4,370","100,426","169,278","59.33%","21.68%","35.07%",-13.39,0.618,0.4336,46381,0.1844
"230","第14案","臺北市","信義區","39,545","66,509","106,054","4,758","110,812","190,444","58.19%","20.76%","34.92%",-14.16,0.6271,0.4399,53955,0.1872
"231","第14案","臺北市","大安區","53,370","87,228","140,598","5,605","146,203","252,645","57.87%","21.12%","34.53%",-13.41,0.6204,0.4573,72325,0.1631
"232","第14案","臺北市","中山區","41,628","64,606","106,234","5,201","111,435","195,148","57.1%","21.33%","33.11%",-11.78,0.6081,0.3838,46746,0.2243
"233","第14案","臺北市","中正區","26,803","45,286","72,089","3,086","75,175","128,292","58.6%","20.89%","35.30%",-14.41,0.6282,0.4183,33897,0.2099
"234","第14案","臺北市","大同區","23,597","35,491","59,088","3,422","62,510","107,557","58.12%","21.94%","33.00%",-11.06,0.6006,0.2969,20763,0.3037
"235","第14案","臺北市","萬華區","32,071","54,169","86,240","5,330","91,570","164,020","55.83%","19.55%","33.03%",-13.48,0.6281,0.3705,38666,0.2576
"236","第14案","臺北市","文山區","47,668","82,459","130,127","5,924","136,051","227,211","59.88%","20.98%","36.29%",-15.31,0.6337,0.4715,68586,0.1622
"237","第14案","臺北市","南港區","21,854","35,073","56,927","2,530","59,457","101,907","58.34%","21.45%","34.42%",-12.97,0.6161,0.3945,26282,0.2216
"238","第14案","臺北市","內湖區","52,075","81,158","133,233","5,297","138,530","236,824","58.49%","21.99%","34.27%",-12.28,0.6091,0.4102,61566,0.1989
"239","第14案","臺北市","士林區","50,658","80,462","131,120","7,567","138,687","241,854","57.34%","20.95%","33.27%",-12.32,0.6137,0.3646,55954,0.2491
"240","第14案","臺北市","北投區","43,826","70,478","114,304","5,955","120,259","213,250","56.39%","20.55%","33.05%",-12.5,0.6166,0.3908,52445,0.2258
"241","第14案","高雄市","","427,186","885,698","1,312,884","74,414","1,387,298","2,353,342","58.95%","18.15%","37.64%",-19.49,0.6746,NA,NA,NA
"242","第14案","高雄市","鹽埕區","4,601","7,454","12,055","501","12,556","21,617","58.08%","21.28%","34.48%",-13.2,0.6183,0.4828,7633,0.1355
"243","第14案","高雄市","鼓山區","22,096","43,286","65,382","3,072","68,454","114,979","59.54%","19.22%","37.65%",-18.43,0.662,0.5704,45816,0.0916
"244","第14案","高雄市","左營區","29,870","64,229","94,099","4,131","98,230","161,367","60.87%","18.51%","39.80%",-21.29,0.6826,0.6199,68255,0.0627
"245","第14案","高雄市","楠梓區","28,203","58,257","86,460","5,454","91,914","153,132","60.02%","18.42%","38.04%",-19.62,0.6738,0.5658,59478,0.108
"246","第14案","高雄市","三民區","56,428","107,656","164,084","7,746","171,830","289,519","59.35%","19.49%","37.18%",-17.69,0.6561,0.5279,105406,0.1282
"247","第14案","高雄市","新興區","9,020","16,882","25,902","1,319","27,221","44,355","61.37%","20.34%","38.06%",-17.72,0.6518,0.5334,16776,0.1184
"248","第14案","高雄市","前金區","4,649","9,216","13,865","685","14,550","23,928","60.81%","19.43%","38.52%",-19.09,0.6647,0.5383,9120,0.1264
"249","第14案","高雄市","苓雅區","28,522","57,208","85,730","4,100","89,830","146,786","61.2%","19.43%","38.97%",-19.54,0.6673,0.546,57171,0.1213
"250","第14案","高雄市","前鎮區","29,186","60,498","89,684","5,513","95,197","161,797","58.84%","18.04%","37.39%",-19.35,0.6746,0.5253,59572,0.1493
"251","第14案","高雄市","旗津區","3,934","8,078","12,012","969","12,981","24,860","52.22%","15.82%","32.49%",-16.67,0.6725,0.4549,7993,0.2176
"252","第14案","高雄市","小港區","24,368","49,715","74,083","3,952","78,035","132,733","58.79%","18.36%","37.45%",-19.09,0.6711,0.517,47806,0.1541
"253","第14案","高雄市","鳳山區","55,389","114,830","170,219","9,270","179,489","300,510","59.73%","18.43%","38.21%",-19.78,0.6746,0.5654,118466,0.1092
"254","第14案","高雄市","林園區","9,748","21,186","30,934","1,974","32,908","59,129","55.65%","16.49%","35.83%",-19.34,0.6849,0.474,20149,0.2109
"255","第14案","高雄市","大寮區","16,625","35,779","52,404","3,199","55,603","97,309","57.14%","17.08%","36.77%",-19.69,0.6828,0.5217,35636,0.1611
"256","第14案","高雄市","大樹區","5,867","13,398","19,265","1,310","20,575","36,772","55.95%","15.96%","36.44%",-20.48,0.6955,0.4833,12945,0.2122
"257","第14案","高雄市","大社區","5,495","10,662","16,157","1,062","17,219","30,046","57.31%","18.29%","35.49%",-17.2,0.6599,0.4889,10378,0.171
"258","第14案","高雄市","仁武區","13,145","28,120","41,265","1,851","43,116","73,611","58.57%","17.86%","38.20%",-20.34,0.6814,0.514,26659,0.1674
"259","第14案","高雄市","鳥松區","7,872","14,815","22,687","1,215","23,902","39,191","60.99%","20.09%","37.80%",-17.71,0.653,0.5223,14410,0.1307
"260","第14案","高雄市","岡山區","14,572","32,998","47,570","2,532","50,102","81,244","61.67%","17.94%","40.62%",-22.68,0.6937,0.5493,32410,0.1444
"261","第14案","高雄市","橋頭區","6,068","12,780","18,848","1,400","20,248","32,565","62.18%","18.63%","39.24%",-20.61,0.6781,0.4445,10888,0.2336
"262","第14案","高雄市","燕巢區","4,238","9,634","13,872","1,058","14,930","26,012","57.4%","16.29%","37.04%",-20.75,0.6945,0.5088,9448,0.1857
"263","第14案","高雄市","田寮區","903","2,007","2,910","302","3,212","6,671","48.15%","13.54%","30.09%",-16.55,0.6897,0.4358,2252,0.2539
"264","第14案","高雄市","阿蓮區","3,946","8,606","12,552","756","13,308","24,534","54.24%","16.08%","35.08%",-19,0.6856,0.4712,8322,0.2144
"265","第14案","高雄市","路竹區","7,707","16,540","24,247","1,715","25,962","43,850","59.21%","17.58%","37.72%",-20.14,0.6821,0.5243,16545,0.1578
"266","第14案","高雄市","湖內區","4,290","9,315","13,605","808","14,413","25,729","56.02%","16.67%","36.20%",-19.53,0.6847,0.4967,9133,0.188
"267","第14案","高雄市","茄萣區","4,092","9,081","13,173","1,016","14,189","26,212","54.13%","15.61%","34.64%",-19.03,0.6894,0.4772,8662,0.2122
"268","第14案","高雄市","永安區","2,115","4,960","7,075","501","7,576","12,001","63.13%","17.62%","41.33%",-23.71,0.7011,0.4962,4545,0.2049
"269","第14案","高雄市","彌陀區","3,231","6,147","9,378","837","10,215","16,487","61.96%","19.6%","37.28%",-17.68,0.6555,0.5277,6756,0.1278
"270","第14案","高雄市","梓官區","5,333","11,730","17,063","1,155","18,218","31,025","58.72%","17.19%","37.81%",-20.62,0.6875,0.4681,10509,0.2194
"271","第14案","高雄市","旗山區","5,161","11,400","16,561","1,326","17,887","31,996","55.9%","16.13%","35.63%",-19.5,0.6884,0.5234,12379,0.165
"272","第14案","高雄市","美濃區","4,763","13,154","17,917","1,568","19,485","35,311","55.18%","13.49%","37.25%",-23.76,0.7342,0.6109,15478,0.1233
"273","第14案","高雄市","六龜區","1,414","3,476","4,890","591","5,481","11,501","47.66%","12.29%","30.22%",-17.93,0.7108,0.5429,4084,0.1679
"274","第14案","高雄市","甲仙區","681","1,759","2,440","245","2,685","5,417","49.57%","12.57%","32.47%",-19.9,0.7209,0.6017,2339,0.1192
"275","第14案","高雄市","杉林區","1,180","3,386","4,566","432","4,998","10,607","47.12%","11.12%","31.92%",-20.8,0.7416,0.5645,4129,0.1771
"276","第14案","高雄市","內門區","1,561","4,042","5,603","614","6,217","13,002","47.82%","12.01%","31.09%",-19.08,0.7214,0.5381,5446,0.1833
"277","第14案","高雄市","茂林區","233","837","1,070","43","1,113","1,615","68.92%","14.43%","51.83%",-37.4,0.7822,0.9183,1281,-0.1361
"278","第14案","高雄市","桃源區","395","1,376","1,771","75","1,846","3,498","52.77%","11.29%","39.34%",-28.05,0.777,0.8851,2519,-0.1081
"279","第14案","高雄市","那瑪夏區","285","1,201","1,486","117","1,603","2,424","66.13%","11.76%","49.55%",-37.79,0.8082,0.8508,1751,-0.0426
"280","第14案","新北市","","616,312","1,148,290","1,764,602","103,690","1,868,292","3,375,513","55.35%","18.26%","34.02%",-15.76,0.6507,NA,NA,NA
"281","第14案","新北市","板橋區","88,512","158,751","247,263","15,343","262,606","463,411","56.67%","19.1%","34.26%",-15.16,0.642,0.5397,154687,0.1023
"282","第14案","新北市","三重區","62,307","109,279","171,586","12,940","184,526","329,846","55.94%","18.89%","33.13%",-14.24,0.6369,0.4978,99925,0.1391
"283","第14案","新北市","中和區","63,839","124,418","188,257","9,944","198,201","355,978","55.68%","17.93%","34.95%",-17.02,0.6609,0.6331,139022,0.0278
"284","第14案","新北市","永和區","36,235","69,918","106,153","4,925","111,078","187,798","59.15%","19.29%","37.23%",-17.94,0.6587,0.6746,79362,-0.0159
"285","第14案","新北市","新莊區","66,304","118,755","185,059","11,384","196,443","344,981","56.94%","19.22%","34.42%",-15.2,0.6417,0.5172,108240,0.1245
"286","第14案","新北市","新店區","47,379","95,746","143,125","6,697","149,822","264,053","56.74%","17.94%","36.26%",-18.32,0.669,0.6873,109759,-0.0183
"287","第14案","新北市","樹林區","27,613","52,060","79,673","4,595","84,268","152,102","55.4%","18.15%","34.23%",-16.08,0.6534,0.5413,49090,0.1121
"288","第14案","新北市","鶯歌區","12,235","23,842","36,077","1,985","38,062","71,645","53.13%","17.08%","33.28%",-16.2,0.6609,0.5349,23419,0.126
"289","第14案","新北市","三峽區","15,839","31,579","47,418","2,464","49,882","94,291","52.9%","16.8%","33.49%",-16.69,0.666,0.5736,31822,0.0924
"290","第14案","新北市","淡水區","26,961","47,281","74,242","3,608","77,850","147,272","52.86%","18.31%","32.10%",-13.79,0.6368,0.6033,51336,0.0335000000000001
"291","第14案","新北市","汐止區","31,677","55,598","87,275","4,707","91,982","173,831","52.91%","18.22%","31.98%",-13.76,0.637,0.6128,61139,0.0242
"292","第14案","新北市","瑞芳區","4,937","10,761","15,698","1,317","17,015","35,036","48.56%","14.09%","30.71%",-16.62,0.6855,0.6249,13393,0.0606
"293","第14案","新北市","土城區","36,847","67,566","104,413","5,912","110,325","200,783","54.95%","18.35%","33.65%",-15.3,0.6471,0.5615,66487,0.0856
"294","第14案","新北市","蘆洲區","30,458","54,275","84,733","5,146","89,879","167,457","53.67%","18.19%","32.41%",-14.22,0.6405,0.4944,47271,0.1461
"295","第14案","新北市","五股區","12,563","24,051","36,614","2,267","38,881","72,443","53.67%","17.34%","33.20%",-15.86,0.6569,0.5223,22276,0.1346
"296","第14案","新北市","泰山區","11,483","22,314","33,797","1,789","35,586","64,252","55.39%","17.87%","34.73%",-16.86,0.6602,0.5423,20885,0.1179
"297","第14案","新北市","林口區","16,387","29,678","46,065","2,208","48,273","86,203","56%","19.01%","34.43%",-15.42,0.6443,0.5908,30150,0.0535
"298","第14案","新北市","深坑區","3,779","6,991","10,770","587","11,357","20,624","55.07%","18.32%","33.90%",-15.58,0.6491,0.5997,7720,0.0494
"299","第14案","新北市","石碇區","1,015","2,155","3,170","300","3,470","6,861","50.58%","14.79%","31.41%",-16.62,0.6798,0.4773,2272,0.2025
"300","第14案","新北市","坪林區","828","1,904","2,732","293","3,025","5,891","51.35%","14.06%","32.32%",-18.26,0.6969,0.4454,1811,0.2515
"301","第14案","新北市","三芝區","3,073","6,026","9,099","671","9,770","20,119","48.56%","15.27%","29.95%",-14.68,0.6623,0.594,7191,0.0683
"302","第14案","新北市","石門區","1,535","3,352","4,887","570","5,457","10,528","51.83%","14.58%","31.84%",-17.26,0.6859,0.587,4162,0.0988999999999999
"303","第14案","新北市","八里區","5,618","10,819","16,437","1,047","17,484","32,970","53.03%","17.04%","32.81%",-15.77,0.6582,0.54,10545,0.1182
"304","第14案","新北市","平溪區","523","1,348","1,871","207","2,078","4,321","48.09%","12.1%","31.20%",-19.1,0.7205,0.5328,1616,0.1877
"305","第14案","新北市","雙溪區","1,051","2,456","3,507","376","3,883","7,999","48.54%","13.14%","30.70%",-17.56,0.7003,0.5582,3062,0.1421
"306","第14案","新北市","貢寮區","1,379","3,133","4,512","455","4,967","11,279","44.04%","12.23%","27.78%",-15.55,0.6944,0.4579,3123,0.2365
"307","第14案","新北市","金山區","2,654","5,944","8,598","1,046","9,644","18,978","50.82%","13.98%","31.32%",-17.34,0.6913,0.5389,6246,0.1524
"308","第14案","新北市","萬里區","2,471","6,352","8,823","795","9,618","19,297","49.84%","12.81%","32.92%",-20.11,0.7199,0.5705,6547,0.1494
"309","第14案","新北市","烏來區","810","1,938","2,748","112","2,860","5,264","54.33%","15.39%","36.82%",-21.43,0.7052,0.6477,2572,0.0575000000000001
"310","第14案","臺中市","","395,557","866,827","1,262,384","71,128","1,333,512","2,295,642","58.09%","17.23%","37.76%",-20.53,0.6867,NA,NA,NA
"311","第14案","臺中市","中區","2,451","5,329","7,780","489","8,269","14,696","56.27%","16.68%","36.26%",-19.58,0.685,0.5329,4859,0.1521
"312","第14案","臺中市","東區","11,817","24,192","36,009","2,003","38,012","64,291","59.12%","18.38%","37.63%",-19.25,0.6718,0.5303,22055,0.1415
"313","第14案","臺中市","南區","20,611","39,862","60,473","3,253","63,726","103,643","61.49%","19.89%","38.46%",-18.57,0.6592,0.5624,37250,0.0968
"314","第14案","臺中市","西區","18,475","34,789","53,264","2,577","55,841","95,040","58.76%","19.44%","36.60%",-17.16,0.6531,0.5611,33534,0.092
"315","第14案","臺中市","北區","22,588","44,811","67,399","3,166","70,565","124,621","56.62%","18.13%","35.96%",-17.83,0.6649,0.5967,45769,0.0682
"316","第14案","臺中市","西屯區","34,071","67,645","101,716","4,986","106,702","183,814","58.05%","18.54%","36.80%",-18.26,0.665,0.603,67437,0.0620000000000001
"317","第14案","臺中市","南屯區","26,220","52,042","78,262","3,769","82,031","135,448","60.56%","19.36%","38.42%",-19.06,0.665,0.5819,49134,0.0831000000000001
"318","第14案","臺中市","北屯區","40,045","85,010","125,055","5,636","130,691","227,720","57.39%","17.59%","37.33%",-19.74,0.6798,0.6067,84485,0.0730999999999999
"319","第14案","臺中市","豐原區","23,853","53,873","77,726","4,566","82,292","136,658","60.22%","17.45%","39.42%",-21.97,0.6931,0.5164,46436,0.1767
"320","第14案","臺中市","東勢區","6,038","17,546","23,584","1,865","25,449","43,181","58.94%","13.98%","40.63%",-26.65,0.744,0.6223,18216,0.1217
"321","第14案","臺中市","大甲區","10,111","23,943","34,054","2,346","36,400","63,069","57.71%","16.03%","37.96%",-21.93,0.7031,0.5471,22958,0.156
"322","第14案","臺中市","清水區","12,030","27,156","39,186","2,752","41,938","71,528","58.63%","16.82%","37.97%",-21.15,0.693,0.5213,25523,0.1717
"323","第14案","臺中市","沙鹿區","12,165","27,773","39,938","2,330","42,268","74,207","56.96%","16.39%","37.43%",-21.04,0.6954,0.5563,26784,0.1391
"324","第14案","臺中市","梧棲區","7,603","17,622","25,225","1,685","26,910","47,040","57.21%","16.16%","37.46%",-21.3,0.6986,0.5114,15729,0.1872
"325","第14案","臺中市","后里區","7,155","17,267","24,422","1,819","26,241","44,962","58.36%","15.91%","38.40%",-22.49,0.707,0.5718,17677,0.1352
"326","第14案","臺中市","神岡區","8,920","21,601","30,521","2,080","32,601","54,565","59.75%","16.35%","39.59%",-23.24,0.7077,0.4919,17928,0.2158
"327","第14案","臺中市","潭子區","15,517","33,540","49,057","2,556","51,613","89,487","57.68%","17.34%","37.48%",-20.14,0.6837,0.5568,31938,0.1269
"328","第14案","臺中市","大雅區","12,308","29,879","42,187","2,229","44,416","77,189","57.54%","15.95%","38.71%",-22.76,0.7083,0.5704,27797,0.1379
"329","第14案","臺中市","新社區","2,779","7,819","10,598","667","11,265","20,860","54%","13.32%","37.48%",-24.16,0.7378,0.5851,8767,0.1527
"330","第14案","臺中市","石岡區","1,890","5,229","7,119","531","7,650","12,880","59.39%","14.67%","40.60%",-25.93,0.7345,0.5943,5393,0.1402
"331","第14案","臺中市","外埔區","3,965","10,906","14,871","999","15,870","27,059","58.65%","14.65%","40.30%",-25.65,0.7334,0.6007,11040,0.1327
"332","第14案","臺中市","大安區","2,478","6,446","8,924","810","9,734","16,520","58.92%","15%","39.02%",-24.02,0.7223,0.5662,6732,0.1561
"333","第14案","臺中市","烏日區","10,429","23,671","34,100","2,151","36,251","61,705","58.75%","16.9%","38.36%",-21.46,0.6942,0.5691,22951,0.1251
"334","第14案","臺中市","大肚區","7,711","18,322","26,033","1,711","27,744","47,457","58.46%","16.25%","38.61%",-22.36,0.7038,0.561,17821,0.1428
"335","第14案","臺中市","龍井區","10,845","23,194","34,039","1,946","35,985","63,584","56.59%","17.06%","36.48%",-19.42,0.6814,0.55,22757,0.1314
"336","第14案","臺中市","霧峰區","8,969","22,232","31,201","2,261","33,462","55,225","60.59%","16.24%","40.26%",-24.02,0.7125,0.5583,20936,0.1542
"337","第14案","臺中市","太平區","24,875","57,165","82,040","4,681","86,721","157,926","54.91%","15.75%","36.20%",-20.45,0.6968,0.5662,53613,0.1306
"338","第14案","臺中市","大里區","28,448","63,477","91,925","4,937","96,862","171,769","56.39%","16.56%","36.95%",-20.39,0.6905,0.5463,57527,0.1442
"339","第14案","臺中市","和平區","1,190","4,486","5,676","327","6,003","9,498","63.2%","12.53%","47.23%",-34.7,0.7903,0.7015,4950,0.0888
"340","第14案","臺南市","","257,730","515,188","772,918","47,869","820,787","1,594,821","51.47%","16.16%","32.30%",-16.14,0.6665,NA,NA,NA
"341","第14案","臺南市","新營區","10,002","20,659","30,661","1,697","32,358","64,949","49.82%","15.4%","31.81%",-16.41,0.6738,0.3698,14120,0.304
"342","第14案","臺南市","鹽水區","3,142","6,633","9,775","858","10,633","22,121","48.07%","14.2%","29.99%",-15.79,0.6786,0.2789,3981,0.3997
"343","第14案","臺南市","白河區","3,182","6,671","9,853","901","10,754","24,894","43.2%","12.78%","26.80%",-14.02,0.6771,0.3071,4715,0.37
"344","第14案","臺南市","柳營區","2,607","5,834","8,441","866","9,307","18,804","49.49%","13.86%","31.03%",-17.17,0.6912,0.2972,3630,0.394
"345","第14案","臺南市","後壁區","2,733","5,938","8,671","964","9,635","20,841","46.23%","13.11%","28.49%",-15.38,0.6848,0.2853,3940,0.3995
"346","第14案","臺南市","東山區","1,904","4,405","6,309","686","6,995","18,471","37.87%","10.31%","23.85%",-13.54,0.6982,0.3397,3742,0.3585
"347","第14案","臺南市","麻豆區","6,054","11,606","17,660","991","18,651","37,963","49.13%","15.95%","30.57%",-14.62,0.6572,0.2334,5630,0.4238
