"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投同意率對縣市首長得票率差距"
"174","第7案","屏東縣","牡丹鄉","1,348","280","1,628","104","1,732","4,314","40.15%","31.25%","6.49%",24.76,0.828,0.5541,1772,0.2739
"175","第7案","臺東縣","","67,881","17,418","85,299","8,509","93,808","185,996","50.44%","36.5%","9.36%",27.14,0.7958,NA,NA,NA
"176","第7案","臺東縣","臺東市","35,634","8,420","44,054","3,184","47,238","87,803","53.8%","40.58%","9.59%",30.99,0.8089,0.5604,31213,0.2485
"177","第7案","臺東縣","成功鎮","4,157","1,106","5,263","802","6,065","12,426","48.81%","33.45%","8.90%",24.55,0.7899,0.608,4481,0.1819
"178","第7案","臺東縣","關山鎮","2,816","631","3,447","232","3,679","7,509","48.99%","37.5%","8.40%",29.1,0.8169,0.6109,3094,0.206
"179","第7案","臺東縣","卑南鄉","5,493","1,478","6,971","819","7,790","14,976","52.02%","36.68%","9.87%",26.81,0.788,0.593,5699,0.195
"180","第7案","臺東縣","鹿野鄉","2,114","674","2,788","299","3,087","6,936","44.51%","30.48%","9.72%",20.76,0.7582,0.5209,2385,0.2373
"181","第7案","臺東縣","池上鄉","2,353","585","2,938","311","3,249","7,162","45.36%","32.85%","8.17%",24.68,0.8009,0.5833,2588,0.2176
"182","第7案","臺東縣","東河鄉","2,149","636","2,785","421","3,206","7,635","41.99%","28.15%","8.33%",19.82,0.7716,0.5909,2782,0.1807
"183","第7案","臺東縣","長濱鄉","1,686","496","2,182","409","2,591","6,484","39.96%","26%","7.65%",18.35,0.7727,0.6049,2347,0.1678
"184","第7案","臺東縣","太麻里鄉","3,129","898","4,027","521","4,548","9,666","47.05%","32.37%","9.29%",23.08,0.777,0.6374,4251,0.1396
"185","第7案","臺東縣","大武鄉","1,658","485","2,143","528","2,671","5,266","50.72%","31.48%","9.21%",22.27,0.7737,0.6283,2282,0.1454
"186","第7案","臺東縣","綠島鄉","1,183","276","1,459","90","1,549","3,579","43.28%","33.05%","7.71%",25.34,0.8108,0.6581,1536,0.1527
"187","第7案","臺東縣","海端鄉","1,151","383","1,534","197","1,731","3,278","52.81%","35.11%","11.68%",23.43,0.7503,0.7482,1661,0.00209999999999999
"188","第7案","臺東縣","延平鄉","1,008","311","1,319","190","1,509","2,930","51.5%","34.4%","10.61%",23.79,0.7642,0.7381,1677,0.0261
"189","第7案","臺東縣","金峰鄉","1,090","318","1,408","205","1,613","3,028","53.27%","36%","10.50%",25.5,0.7741,0.723,1770,0.0511
"190","第7案","臺東縣","達仁鄉","1,240","337","1,577","188","1,765","3,137","56.26%","39.53%","10.74%",28.79,0.7863,0.6911,1707,0.0952
"191","第7案","臺東縣","蘭嶼鄉","1,020","384","1,404","113","1,517","4,181","36.28%","24.4%","9.18%",15.22,0.7265,0.5186,1104,0.2079
"192","第7案","花蓮縣","","108,373","25,734","134,107","10,391","144,498","278,059","51.97%","38.97%","9.25%",29.72,0.8081,NA,NA,NA
"193","第7案","花蓮縣","花蓮市","35,174","7,825","42,999","2,424","45,423","84,807","53.56%","41.48%","9.23%",32.25,0.818,0.6599,32399,0.1581
"194","第7案","花蓮縣","鳳林鎮","3,909","897","4,806","493","5,299","9,676","54.76%","40.4%","9.27%",31.13,0.8134,0.7626,4991,0.0508
"195","第7案","花蓮縣","玉里鎮","6,862","1,752","8,614","1,061","9,675","20,650","46.85%","33.23%","8.48%",24.75,0.7966,0.7613,9193,0.0353
"196","第7案","花蓮縣","新城鄉","6,963","1,575","8,538","621","9,159","17,029","53.78%","40.89%","9.25%",31.64,0.8155,0.7141,7551,0.1014
"197","第7案","花蓮縣","吉安鄉","29,187","6,603","35,790","2,064","37,854","72,116","52.49%","40.47%","9.16%",31.31,0.8155,0.6851,28510,0.1304
"198","第7案","花蓮縣","壽豐鄉","6,262","1,724","7,986","746","8,732","15,847","55.1%","39.52%","10.88%",28.64,0.7841,0.7153,7438,0.0688
"199","第7案","花蓮縣","光復鄉","4,079","1,077","5,156","659","5,815","11,417","50.93%","35.73%","9.43%",26.3,0.7911,0.7736,5830,0.0175000000000001
"200","第7案","花蓮縣","豐濱鄉","1,236","386","1,622","276","1,898","4,395","43.19%","28.12%","8.78%",19.34,0.762,0.777,2471,-0.015
"201","第7案","花蓮縣","瑞穗鄉","3,616","910","4,526","493","5,019","10,279","48.83%","35.18%","8.85%",26.33,0.7989,0.7578,5010,0.0411
"202","第7案","花蓮縣","富里鄉","2,909","736","3,645","470","4,115","9,065","45.39%","32.09%","8.12%",23.97,0.7981,0.7781,4628,0.02
"203","第7案","花蓮縣","秀林鄉","4,415","1,109","5,524","477","6,001","12,562","47.77%","35.15%","8.83%",26.32,0.7992,0.8055,7074,-0.00629999999999997
"204","第7案","花蓮縣","萬榮鄉","1,872","625","2,497","331","2,828","5,269","53.67%","35.53%","11.86%",23.67,0.7497,0.837,3205,-0.0873
"205","第7案","花蓮縣","卓溪鄉","1,889","515","2,404","276","2,680","4,947","54.17%","38.18%","10.41%",27.77,0.7858,0.881,2997,-0.0951999999999998
"206","第7案","澎湖縣","","29,508","7,117","36,625","3,289","39,914","90,405","44.15%","32.64%","7.87%",24.77,0.8057,NA,NA,NA
"207","第7案","澎湖縣","馬公市","19,408","4,608","24,016","1,799","25,815","53,655","48.11%","36.17%","8.59%",27.58,0.8081,0.4114,12806,0.3967
"208","第7案","澎湖縣","湖西鄉","3,956","930","4,886","459","5,345","12,741","41.95%","31.05%","7.30%",23.75,0.8097,0.3128,2452,0.4969
"209","第7案","澎湖縣","白沙鄉","2,535","688","3,223","366","3,589","8,625","41.61%","29.39%","7.98%",21.41,0.7865,0.3813,1951,0.4052
"210","第7案","澎湖縣","西嶼鄉","1,641","409","2,050","367","2,417","7,382","32.74%","22.23%","5.54%",16.69,0.8005,0.3854,1558,0.4151
"211","第7案","澎湖縣","望安鄉","1,256","302","1,558","196","1,754","4,628","37.9%","27.14%","6.53%",20.61,0.8062,0.2884,841,0.5178
"212","第7案","澎湖縣","七美鄉","712","180","892","102","994","3,374","29.46%","21.1%","5.33%",15.77,0.7982,0.5136,962,0.2846
"213","第7案","基隆市","","121,863","31,714","153,577","9,450","163,027","320,030","50.94%","38.08%","9.91%",28.17,0.7935,NA,NA,NA
"214","第7案","基隆市","中正區","15,640","4,183","19,823","1,380","21,203","45,545","46.55%","34.34%","9.18%",25.16,0.789,0.4721,12009,0.3169
"215","第7案","基隆市","七堵區","17,808","4,870","22,678","1,506","24,184","46,256","52.28%","38.5%","10.53%",27.97,0.7853,0.425,11745,0.3603
"216","第7案","基隆市","暖暖區","13,090","3,210","16,300","842","17,142","33,225","51.59%","39.4%","9.66%",29.74,0.8031,0.4676,9222,0.3355
"217","第7案","基隆市","仁愛區","14,062","3,933","17,995","1,508","19,503","36,738","53.09%","38.28%","10.71%",27.57,0.7814,0.4413,9877,0.3401
"218","第7案","基隆市","中山區","15,400","4,324","19,724","1,228","20,952","41,856","50.06%","36.79%","10.33%",26.46,0.7808,0.4551,11424,0.3257
"219","第7案","基隆市","安樂區","27,453","6,944","34,397","1,844","36,241","70,396","51.48%","39%","9.86%",29.14,0.7981,0.4504,18580,0.3477
"220","第7案","基隆市","信義區","18,410","4,250","22,660","1,142","23,802","46,014","51.73%","40.01%","9.24%",30.77,0.8124,0.5035,13672,0.3089
"221","第7案","新竹市","","147,391","39,438","186,829","9,769","196,598","351,775","55.89%","41.9%","11.21%",30.69,0.7889,NA,NA,NA
"222","第7案","新竹市","東區","69,070","19,030","88,100","4,123","92,223","163,757","56.32%","42.18%","11.62%",30.56,0.784,0.2923,29097,0.4917
"223","第7案","新竹市","北區","50,916","13,514","64,430","3,673","68,103","123,122","55.31%","41.35%","10.98%",30.37,0.7903,0.2743,20850,0.516
"224","第7案","新竹市","香山區","27,405","6,894","34,299","1,973","36,272","64,896","55.89%","42.23%","10.62%",31.61,0.799,0.2542,10561,0.5448
"225","第7案","嘉義市","","86,276","24,205","110,481","7,639","118,120","221,553","53.31%","38.94%","10.93%",28.01,0.7809,NA,NA,NA
"226","第7案","嘉義市","東區","39,258","11,159","50,417","3,338","53,755","100,647","53.41%","39.01%","11.09%",27.92,0.7787,0.4364,27558,0.3423
"227","第7案","嘉義市","西區","47,018","13,046","60,064","4,301","64,365","120,906","53.24%","38.89%","10.79%",28.1,0.7828,0.3921,31000,0.3907
"228","第7案","臺北市","","924,026","277,072","1,201,098","77,356","1,278,454","2,228,430","57.37%","41.47%","12.43%",29.04,0.7693,NA,NA,NA
"229","第7案","臺北市","松山區","72,344","21,698","94,042","5,769","99,811","169,278","58.96%","42.74%","12.82%",29.92,0.7693,0.4336,46381,0.3357
"230","第7案","臺北市","信義區","80,160","23,245","103,405","6,057","109,462","190,444","57.48%","42.09%","12.21%",29.88,0.7752,0.4399,53955,0.3353
"231","第7案","臺北市","大安區","104,681","32,294","136,975","7,388","144,363","252,645","57.14%","41.43%","12.78%",28.65,0.7642,0.4573,72325,0.3069
"232","第7案","臺北市","中山區","78,649","25,050","103,699","7,022","110,721","195,148","56.74%","40.3%","12.84%",27.46,0.7584,0.3838,46746,0.3746
"233","第7案","臺北市","中正區","54,089","16,359","70,448","4,232","74,680","128,292","58.21%","42.16%","12.75%",29.41,0.7678,0.4183,33897,0.3495
"234","第7案","臺北市","大同區","42,497","14,769","57,266","4,486","61,752","107,557","57.41%","39.51%","13.73%",25.78,0.7421,0.2969,20763,0.4452
"235","第7案","臺北市","萬華區","64,385","19,585","83,970","6,622","90,592","164,020","55.23%","39.25%","11.94%",27.31,0.7668,0.3705,38666,0.3963
"236","第7案","臺北市","文山區","101,174","26,288","127,462","7,798","135,260","227,211","59.53%","44.53%","11.57%",32.96,0.7938,0.4715,68586,0.3223
"237","第7案","臺北市","南港區","43,217","12,009","55,226","3,158","58,384","101,907","57.29%","42.41%","11.78%",30.63,0.7825,0.3945,26282,0.388
"238","第7案","臺北市","內湖區","101,149","28,663","129,812","7,239","137,051","236,824","57.87%","42.71%","12.10%",30.61,0.7792,0.4102,61566,0.369
"239","第7案","臺北市","士林區","96,156","31,493","127,649","9,864","137,513","241,854","56.86%","39.76%","13.02%",26.74,0.7533,0.3646,55954,0.3887
"240","第7案","臺北市","北投區","85,525","25,619","111,144","7,721","118,865","213,250","55.74%","40.11%","12.01%",28.1,0.7695,0.3908,52445,0.3787
"241","第7案","高雄市","","990,802","272,337","1,263,139","92,579","1,355,718","2,353,342","57.61%","42.1%","11.57%",30.53,0.7844,NA,NA,NA
"242","第7案","高雄市","鹽埕區","8,437","2,797","11,234","652","11,886","21,617","54.98%","39.03%","12.94%",26.09,0.751,0.4828,7633,0.2682
"243","第7案","高雄市","鼓山區","49,511","13,531","63,042","3,914","66,956","114,979","58.23%","43.06%","11.77%",31.29,0.7854,0.5704,45816,0.215
"244","第7案","高雄市","左營區","73,230","18,003","91,233","5,165","96,398","161,367","59.74%","45.38%","11.16%",34.22,0.8027,0.6199,68255,0.1828
"245","第7案","高雄市","楠梓區","66,374","17,502","83,876","7,019","90,895","153,132","59.36%","43.34%","11.43%",31.91,0.7913,0.5658,59478,0.2255
"246","第7案","高雄市","三民區","121,925","35,486","157,411","10,419","167,830","289,519","57.97%","42.11%","12.26%",29.85,0.7746,0.5279,105406,0.2467
"247","第7案","高雄市","新興區","18,956","5,836","24,792","1,698","26,490","44,355","59.72%","42.74%","13.16%",29.58,0.7646,0.5334,16776,0.2312
"248","第7案","高雄市","前金區","10,022","3,181","13,203","900","14,103","23,928","58.94%","41.88%","13.29%",28.59,0.7591,0.5383,9120,0.2208
"249","第7案","高雄市","苓雅區","62,964","18,917","81,881","5,252","87,133","146,786","59.36%","42.9%","12.89%",30.01,0.769,0.546,57171,0.223
"250","第7案","高雄市","前鎮區","66,683","18,986","85,669","7,156","92,825","161,797","57.37%","41.21%","11.73%",29.48,0.7784,0.5253,59572,0.2531
"251","第7案","高雄市","旗津區","8,332","2,706","11,038","1,261","12,299","24,860","49.47%","33.52%","10.88%",22.64,0.7548,0.4549,7993,0.2999
"252","第7案","高雄市","小港區","55,974","15,327","71,301","4,956","76,257","132,733","57.45%","42.17%","11.55%",30.62,0.785,0.517,47806,0.268
"253","第7案","高雄市","鳳山區","130,829","33,944","164,773","11,240","176,013","300,510","58.57%","43.54%","11.30%",32.24,0.794,0.5654,118466,0.2286
"254","第7案","高雄市","林園區","23,394","6,249","29,643","2,480","32,123","59,129","54.33%","39.56%","10.57%",28.99,0.7892,0.474,20149,0.3152
"255","第7案","高雄市","大寮區","40,259","10,438","50,697","3,833","54,530","97,309","56.04%","41.37%","10.73%",30.64,0.7941,0.5217,35636,0.2724
"256","第7案","高雄市","大樹區","14,634","3,834","18,468","1,480","19,948","36,772","54.25%","39.8%","10.43%",29.37,0.7924,0.4833,12945,0.3091
"257","第7案","高雄市","大社區","11,644","3,867","15,511","1,271","16,782","30,046","55.85%","38.75%","12.87%",25.88,0.7507,0.4889,10378,0.2618
"258","第7案","高雄市","仁武區","31,665","8,127","39,792","2,375","42,167","73,611","57.28%","43.02%","11.04%",31.98,0.7958,0.514,26659,0.2818
"259","第7案","高雄市","鳥松區","16,980","4,996","21,976","1,467","23,443","39,191","59.82%","43.33%","12.75%",30.58,0.7727,0.5223,14410,0.2504
"260","第7案","高雄市","岡山區","37,008","9,109","46,117","3,112","49,229","81,244","60.59%","45.55%","11.21%",34.34,0.8025,0.5493,32410,0.2532
"261","第7案","高雄市","橋頭區","14,112","4,123","18,235","1,669","19,904","32,565","61.12%","43.33%","12.66%",30.67,0.7739,0.4445,10888,0.3294
"262","第7案","高雄市","燕巢區","10,583","2,759","13,342","1,259","14,601","26,012","56.13%","40.69%","10.61%",30.08,0.7932,0.5088,9448,0.2844
"263","第7案","高雄市","田寮區","2,119","621","2,740","340","3,080","6,671","46.17%","31.76%","9.31%",22.45,0.7734,0.4358,2252,0.3376
"264","第7案","高雄市","阿蓮區","9,426","2,614","12,040","871","12,911","24,534","52.62%","38.42%","10.65%",27.77,0.7829,0.4712,8322,0.3117
"265","第7案","高雄市","路竹區","18,361","5,165","23,526","1,997","25,523","43,850","58.21%","41.87%","11.78%",30.09,0.7805,0.5243,16545,0.2562
"266","第7案","高雄市","湖內區","10,110","2,791","12,901","967","13,868","25,729","53.9%","39.29%","10.85%",28.44,0.7837,0.4967,9133,0.287
"267","第7案","高雄市","茄萣區","9,361","3,019","12,380","1,344","13,724","26,212","52.36%","35.71%","11.52%",24.19,0.7561,0.4772,8662,0.2789
"268","第7案","高雄市","永安區","5,315","1,565","6,880","606","7,486","12,001","62.38%","44.29%","13.04%",31.25,0.7725,0.4962,4545,0.2763
"269","第7案","高雄市","彌陀區","7,027","1,965","8,992","1,060","10,052","16,487","60.97%","42.62%","11.92%",30.7,0.7815,0.5277,6756,0.2538
"270","第7案","高雄市","梓官區","12,760","3,460","16,220","1,448","17,668","31,025","56.95%","41.13%","11.15%",29.98,0.7867,0.4681,10509,0.3186
"271","第7案","高雄市","旗山區","12,737","3,373","16,110","1,400","17,510","31,996","54.73%","39.81%","10.54%",29.27,0.7906,0.5234,12379,0.2672
"272","第7案","高雄市","美濃區","13,876","3,588","17,464","1,617","19,081","35,311","54.04%","39.3%","10.16%",29.14,0.7945,0.6109,15478,0.1836
"273","第7案","高雄市","六龜區","3,692","1,075","4,767","621","5,388","11,501","46.85%","32.1%","9.35%",22.75,0.7745,0.5429,4084,0.2316
"274","第7案","高雄市","甲仙區","1,893","444","2,337","260","2,597","5,417","47.94%","34.95%","8.20%",26.75,0.81,0.6017,2339,0.2083
"275","第7案","高雄市","杉林區","3,301","981","4,282","451","4,733","10,607","44.62%","31.12%","9.25%",21.87,0.7709,0.5645,4129,0.2064
"276","第7案","高雄市","內門區","4,181","1,233","5,414","697","6,111","13,002","47%","32.16%","9.48%",22.68,0.7723,0.5381,5446,0.2342
"277","第7案","高雄市","茂林區","809","166","975","79","1,054","1,615","65.26%","50.09%","10.28%",39.81,0.8297,0.9183,1281,-0.0886
"278","第7案","高雄市","桃源區","1,339","305","1,644","99","1,743","3,498","49.83%","38.28%","8.72%",29.56,0.8145,0.8851,2519,-0.0706
"279","第7案","高雄市","那瑪夏區","979","254","1,233","144","1,377","2,424","56.81%","40.39%","10.48%",29.91,0.794,0.8508,1751,-0.0568
"280","第7案","新北市","","1,346,167","373,414","1,719,581","127,273","1,846,854","3,375,513","54.71%","39.88%","11.06%",28.82,0.7828,NA,NA,NA
"281","第7案","新北市","板橋區","183,642","54,962","238,604","19,309","257,913","463,411","55.66%","39.63%","11.86%",27.77,0.7697,0.5397,154687,0.23
"282","第7案","新北市","三重區","128,111","39,417","167,528","16,104","183,632","329,846","55.67%","38.84%","11.95%",26.89,0.7647,0.4978,99925,0.2669
"283","第7案","新北市","中和區","146,208","37,338","183,546","12,119","195,665","355,978","54.97%","41.07%","10.49%",30.58,0.7966,0.6331,139022,0.1635
"284","第7案","新北市","永和區","83,228","20,414","103,642","6,419","110,061","187,798","58.61%","44.32%","10.87%",33.45,0.803,0.6746,79362,0.1284
"285","第7案","新北市","新莊區","140,045","41,204","181,249","13,774","195,023","344,981","56.53%","40.59%","11.94%",28.65,0.7727,0.5172,108240,0.2555
"286","第7案","新北市","新店區","113,797","26,226","140,023","8,228","148,251","264,053","56.14%","43.1%","9.93%",33.17,0.8127,0.6873,109759,0.1254
"287","第7案","新北市","樹林區","60,667","17,206","77,873","5,482","83,355","152,102","54.8%","39.89%","11.31%",28.58,0.7791,0.5413,49090,0.2378
"288","第7案","新北市","鶯歌區","27,167","7,924","35,091","2,344","37,435","71,645","52.25%","37.92%","11.06%",26.86,0.7742,0.5349,23419,0.2393
"289","第7案","新北市","三峽區","35,739","10,099","45,838","3,190","49,028","94,291","52%","37.9%","10.71%",27.19,0.7797,0.5736,31822,0.2061
"290","第7案","新北市","淡水區","56,960","15,439","72,399","4,367","76,766","147,272","52.13%","38.68%","10.48%",28.2,0.7868,0.6033,51336,0.1835
"291","第7案","新北市","汐止區","67,547","18,065","85,612","5,665","91,277","173,831","52.51%","38.86%","10.39%",28.47,0.789,0.6128,61139,0.1762
"292","第7案","新北市","瑞芳區","12,211","3,277","15,488","1,236","16,724","35,036","47.73%","34.85%","9.35%",25.5,0.7884,0.6249,13393,0.1635
"293","第7案","新北市","土城區","78,924","22,140","101,064","7,807","108,871","200,783","54.22%","39.31%","11.03%",28.28,0.7809,0.5615,66487,0.2194
"294","第7案","新北市","蘆洲區","62,988","19,193","82,181","6,888","89,069","167,457","53.19%","37.61%","11.46%",26.15,0.7665,0.4944,47271,0.2721
"295","第7案","新北市","五股區","27,379","7,871","35,250","2,856","38,106","72,443","52.6%","37.79%","10.87%",26.92,0.7767,0.5223,22276,0.2544
"296","第7案","新北市","泰山區","26,020","6,947","32,967","2,173","35,140","64,252","54.69%","40.5%","10.81%",29.69,0.7893,0.5423,20885,0.247
"297","第7案","新北市","林口區","36,042","9,434","45,476","2,656","48,132","86,203","55.84%","41.81%","10.94%",30.87,0.7925,0.5908,30150,0.2017
"298","第7案","新北市","深坑區","8,193","2,201","10,394","716","11,110","20,624","53.87%","39.73%","10.67%",29.06,0.7882,0.5997,7720,0.1885
"299","第7案","新北市","石碇區","2,358","719","3,077","309","3,386","6,861","49.35%","34.37%","10.48%",23.89,0.7663,0.4773,2272,0.289
"300","第7案","新北市","坪林區","2,075","535","2,610","311","2,921","5,891","49.58%","35.22%","9.08%",26.14,0.795,0.4454,1811,0.3496
"301","第7案","新北市","三芝區","6,999","1,927","8,926","704","9,630","20,119","47.87%","34.79%","9.58%",25.21,0.7841,0.594,7191,0.1901
"302","第7案","新北市","石門區","3,899","1,018","4,917","509","5,426","10,528","51.54%","37.03%","9.67%",27.36,0.793,0.587,4162,0.206
"303","第7案","新北市","八里區","12,684","3,493","16,177","1,263","17,440","32,970","52.9%","38.47%","10.59%",27.88,0.7841,0.54,10545,0.2441
"304","第7案","新北市","平溪區","1,428","412","1,840","190","2,030","4,321","46.98%","33.05%","9.53%",23.52,0.7761,0.5328,1616,0.2433
"305","第7案","新北市","雙溪區","2,739","737","3,476","373","3,849","7,999","48.12%","34.24%","9.21%",25.03,0.788,0.5582,3062,0.2298
"306","第7案","新北市","貢寮區","3,309","1,075","4,384","423","4,807","11,279","42.62%","29.34%","9.53%",19.81,0.7548,0.4579,3123,0.2969
"307","第7案","新北市","金山區","6,853","1,860","8,713","843","9,556","18,978","50.35%","36.11%","9.80%",26.31,0.7865,0.5389,6246,0.2476
"308","第7案","新北市","萬里區","6,883","1,811","8,694","854","9,548","19,297","49.48%","35.67%","9.38%",26.29,0.7917,0.5705,6547,0.2212
"309","第7案","新北市","烏來區","2,072","470","2,542","161","2,703","5,264","51.35%","39.36%","8.93%",30.43,0.8151,0.6477,2572,0.1674
"310","第7案","臺中市","","1,013,174","234,816","1,247,990","71,112","1,319,102","2,295,642","57.46%","44.13%","10.23%",33.9,0.8118,NA,NA,NA
"311","第7案","臺中市","中區","6,132","1,541","7,673","468","8,141","14,696","55.4%","41.73%","10.49%",31.24,0.7992,0.5329,4859,0.2663
"312","第7案","臺中市","東區","28,395","6,994","35,389","2,147","37,536","64,291","58.38%","44.17%","10.88%",33.29,0.8024,0.5303,22055,0.2721
"313","第7案","臺中市","南區","48,518","11,525","60,043","3,309","63,352","103,643","61.13%","46.81%","11.12%",35.69,0.8081,0.5624,37250,0.2457
"314","第7案","臺中市","西區","41,855","10,696","52,551","2,576","55,127","95,040","58%","44.04%","11.25%",32.79,0.7965,0.5611,33534,0.2354
"315","第7案","臺中市","北區","53,751","12,471","66,222","3,239","69,461","124,621","55.74%","43.13%","10.01%",33.12,0.8117,0.5967,45769,0.215
"316","第7案","臺中市","西屯區","82,825","18,412","101,237","4,948","106,185","183,814","57.77%","45.06%","10.02%",35.04,0.8181,0.603,67437,0.2151
"317","第7案","臺中市","南屯區","63,052","14,504","77,556","3,946","81,502","135,448","60.17%","46.55%","10.71%",35.84,0.813,0.5819,49134,0.2311
"318","第7案","臺中市","北屯區","100,833","22,423","123,256","6,126","129,382","227,720","56.82%","44.28%","9.85%",34.43,0.8181,0.6067,84485,0.2114
"319","第7案","臺中市","豐原區","61,483","15,505","76,988","4,660","81,648","136,658","59.75%","44.99%","11.35%",33.64,0.7986,0.5164,46436,0.2822
"320","第7案","臺中市","東勢區","18,958","4,311","23,269","1,783","25,052","43,181","58.02%","43.9%","9.98%",33.92,0.8147,0.6223,18216,0.1924
"321","第7案","臺中市","大甲區","27,122","6,558","33,680","2,271","35,951","63,069","57%","43%","10.40%",32.6,0.8053,0.5471,22958,0.2582
"322","第7案","臺中市","清水區","32,206","7,100","39,306","2,489","41,795","71,528","58.43%","45.03%","9.93%",35.1,0.8194,0.5213,25523,0.2981
"323","第7案","臺中市","沙鹿區","32,234","7,425","39,659","2,329","41,988","74,207","56.58%","43.44%","10.01%",33.43,0.8128,0.5563,26784,0.2565
"324","第7案","臺中市","梧棲區","20,303","4,831","25,134","1,659","26,793","47,040","56.96%","43.16%","10.27%",32.89,0.8078,0.5114,15729,0.2964
"325","第7案","臺中市","后里區","20,022","4,396","24,418","1,587","26,005","44,962","57.84%","44.53%","9.78%",34.75,0.82,0.5718,17677,0.2482
"326","第7案","臺中市","神岡區","24,223","5,774","29,997","1,950","31,947","54,565","58.55%","44.39%","10.58%",33.81,0.8075,0.4919,17928,0.3156
"327","第7案","臺中市","潭子區","39,569","8,853","48,422","2,553","50,975","89,487","56.96%","44.22%","9.89%",34.33,0.8172,0.5568,31938,0.2604
"328","第7案","臺中市","大雅區","33,608","7,469","41,077","2,236","43,313","77,189","56.11%","43.54%","9.68%",33.86,0.8182,0.5704,27797,0.2478
"329","第7案","臺中市","新社區","8,246","1,889","10,135","651","10,786","20,860","51.71%","39.53%","9.06%",30.47,0.8136,0.5851,8767,0.2285
"330","第7案","臺中市","石岡區","5,735","1,379","7,114","477","7,591","12,880","58.94%","44.53%","10.71%",33.82,0.8062,0.5943,5393,0.2119
"331","第7案","臺中市","外埔區","12,116","2,667","14,783","912","15,695","27,059","58%","44.78%","9.86%",34.92,0.8196,0.6007,11040,0.2189
"332","第7案","臺中市","大安區","7,288","1,691","8,979","734","9,713","16,520","58.8%","44.12%","10.24%",33.88,0.8117,0.5662,6732,0.2455
"333","第7案","臺中市","烏日區","27,379","6,443","33,822","2,087","35,909","61,705","58.19%","44.37%","10.44%",33.93,0.8095,0.5691,22951,0.2404
"334","第7案","臺中市","大肚區","21,090","4,776","25,866","1,563","27,429","47,457","57.8%","44.44%","10.06%",34.38,0.8154,0.561,17821,0.2544
"335","第7案","臺中市","龍井區","26,747","6,871","33,618","1,884","35,502","63,584","55.83%","42.07%","10.81%",31.26,0.7956,0.55,22757,0.2456
"336","第7案","臺中市","霧峰區","25,277","5,735","31,012","2,276","33,288","55,225","60.28%","45.77%","10.38%",35.39,0.8151,0.5583,20936,0.2568
"337","第7案","臺中市","太平區","66,181","14,725","80,906","4,802","85,708","157,926","54.27%","41.91%","9.32%",32.59,0.818,0.5662,53613,0.2518
"338","第7案","臺中市","大里區","73,521","16,988","90,509","5,141","95,650","171,769","55.69%","42.8%","9.89%",32.91,0.8123,0.5463,57527,0.266
"339","第7案","臺中市","和平區","4,505","864","5,369","309","5,678","9,498","59.78%","47.43%","9.10%",38.33,0.8391,0.7015,4950,0.1376
"340","第7案","臺南市","","572,230","167,275","739,505","59,206","798,711","1,594,821","50.08%","35.88%","10.49%",25.39,0.7738,NA,NA,NA
"341","第7案","臺南市","新營區","23,334","6,243","29,577","1,931","31,508","64,949","48.51%","35.93%","9.61%",26.32,0.7889,0.3698,14120,0.4191
"342","第7案","臺南市","鹽水區","7,197","2,115","9,312","884","10,196","22,121","46.09%","32.53%","9.56%",22.97,0.7729,0.2789,3981,0.494
"343","第7案","臺南市","白河區","7,115","2,194","9,309","945","10,254","24,894","41.19%","28.58%","8.81%",19.77,0.7643,0.3071,4715,0.4572
"344","第7案","臺南市","柳營區","6,416","1,700","8,116","880","8,996","18,804","47.84%","34.12%","9.04%",25.08,0.7905,0.2972,3630,0.4933
"345","第7案","臺南市","後壁區","6,384","1,789","8,173","1,083","9,256","20,841","44.41%","30.63%","8.58%",22.05,0.7811,0.2853,3940,0.4958
"346","第7案","臺南市","東山區","4,639","1,339","5,978","743","6,721","18,471","36.39%","25.12%","7.25%",17.87,0.776,0.3397,3742,0.4363
"347","第7案","臺南市","麻豆區","12,768","3,962","16,730","1,110","17,840","37,963","46.99%","33.63%","10.44%",23.19,0.7632,0.2334,5630,0.5298
"348","第7案","臺南市","下營區","6,734","1,827","8,561","882","9,443","20,947","45.08%","32.15%","8.72%",23.43,0.7866,0.2921,3767,0.4945
"349","第7案","臺南市","六甲區","6,274","1,934","8,208","904","9,112","19,144","47.6%","32.77%","10.10%",22.67,0.7644,0.2655,3260,0.4989
"350","第7案","臺南市","官田區","6,127","1,935","8,062","681","8,743","18,675","46.82%","32.81%","10.36%",22.45,0.76,0.2556,3107,0.5044
"351","第7案","臺南市","大內區","2,868","708","3,576","450","4,026","8,654","46.52%","33.14%","8.18%",24.96,0.802,0.2907,1687,0.5113
"352","第7案","臺南市","佳里區","19,007","4,960","23,967","1,833","25,800","50,407","51.18%","37.71%","9.84%",27.87,0.793,0.291,9178,0.502
"353","第7案","臺南市","學甲區","7,444","2,145","9,589","862","10,451","22,567","46.31%","32.99%","9.51%",23.48,0.7763,0.2792,3860,0.4971
"354","第7案","臺南市","西港區","7,029","1,898","8,927","665","9,592","21,564","44.48%","32.6%","8.80%",23.8,0.7874,0.2605,3593,0.5269
