æ¡ˆä»¶,ç¸??,?•é?ç¥¨æ?,?°å?,?Œæ?ç¥¨æ•¸,ä¸å??ç¥¨???‰æ?ç¥¨æ•¸,?¡æ?ç¥¨æ•¸,?•ç¥¨??å·²é??ªæ?ç¥¨æ•¸,?¼å‡ºç¥¨æ•¸,?¨æ–¼ç¥¨æ•¸,?•ç¥¨æ¬Šäºº???•ç¥¨??%),?‰æ??Œæ?ç¥¨æ•¸å°æ?ç¥¨æ?äººæ•¸?¾å?æ¯?%),?‰æ?ä¸å??ç¥¨?¸å??•ç¥¨æ¬Šäºº?¸ç™¾?†æ?(%),?‰æ??Œæ??‡ä??Œæ?ç¥¨æ•¸å°æ?ç¥¨æ?äººæ•¸?¾å?æ¯”å·®??,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,ä¸­æ­£??22-28,?ºå?å¸‚æ¾å±±å??—äº¬?±è·¯3æ®?00??æ¨?606,260,866,55,921,0,921,743,1664,55.35%,36.42%,15.63%,20.79,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,ä¸­æ­£??29-34,?ºå?å¸‚æ¾å±±å??—äº¬?±è·¯3æ®?00??æ¨?553,185,738,40,778,0,778,572,1350,57.63%,40.96%,13.70%,27.26,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,ä¸­å???1-9,?ºå?å¸‚æ¾å±±å??«å¾·è·?æ®?66å·?7??748,235,983,58,1041,0,1041,796,1837,56.67%,40.72%,12.79%,27.93,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,ä¸­å???10-18,?ºå?å¸‚æ¾å±±å??«å¾·è·?æ®?66å·?2??562,205,767,86,853,3,856,702,1558,54.75%,36.07%,13.16%,22.91,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,"ç¾Žä???""1","11""",625,?²é??†è·102?™å®¤,?ºå?å¸‚æ¾å±±å?å¯§å?è¡?2??604,213,817,61,878,0,878,542,1420,61.83%,42.54%,15.00%,,,27.54,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,"ç¾Žä???""2-3",626,?²é??†è·103?™å®¤,?ºå?å¸‚æ¾å±±å?å¯§å?è¡?2??594,195,789,58,847,0,847,627,1474,57.46%,40.30%,13.23%,27.07,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,?‰ä???1-7,?ºå?å¸‚æ¾å±±å?å»¶å?è¡?6å·??Ÿæ?,597,247,844,65,909,1,910,681,1591,57.13%,37.52%,15.52%,22,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,?‰ä???8-16,?ºå?å¸‚æ¾å±±å?å»¶å?è¡?6å·??Ÿæ?,701,231,932,67,999,0,999,727,1726,57.88%,40.61%,13.38%,27.23,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,"?¦å???""1-7",?¦å??‹å?1å¹????ºå?å¸‚æ¾å±±å??¦å??—è·¯2??575,222,797,49,846,2,848,604,1452,58.26%,39.60%,15.29%,24.31,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,"?¦å???""8-10",?¦å??‹å?1å¹????ºå?å¸‚æ¾å±±å??¦å??—è·¯2??565,218,783,43,826,4,830,652,1482,55.74%,38.12%,14.71%,23.41,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,"?¦å???""16",631,?¦å??‹å?1å¹????ºå?å¸‚æ¾å±±å??¦å??—è·¯2??584,226,810,56,866,1,867,593,1460,59.32%,40.00%,15.48%,24.52,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,"?¦å???""11","29""",632,?¦å??‹å?1å¹????ºå?å¸‚æ¾å±±å??¦å??—è·¯2??542,207,749,59,808,0,808,590,1398,57.80%,38.77%,14.81%,23.96,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,"å¾©æ???""1-2",633,?–è‹¥?Ÿå¤©ä¸»å?,?ºå?å¸‚æ¾å±±å??«å¾·è·?æ®?58å·?2??æ¨?607,196,803,60,863,0,863,560,1423,60.65%,42.66%,13.77%,28.89,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,"å¾©æ???""3-4",ç¾Žä?æµ¸ä¿¡???ºå?å¸‚æ¾å±±å??«å¾·è·?æ®?06å·?06??æ¨?545,159,704,30,734,0,734,492,1226,59.87%,44.45%,12.97%,31.48,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,"å¾©å»º??""1-2","9""",635,?€è«¾æ??‰å¾©?™æ?,?ºå?å¸‚æ¾å±±å??‰å¾©?—è·¯46å·?ä¹???507,147,654,48,702,2,704,454,1158,60.62%,43.78%,12.69%,,,31.09,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,"å¾©å»º??""6",636,å¾©å»º?€æ°‘æ´»?•ä¸­å¿??ºå?å¸‚æ¾å±±å??«å¾·è·?æ®?58å·?å¼?0??574,197,771,52,823,0,823,603,1426,57.71%,40.25%,13.81%,26.44,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,"å¾©å»º??""3-4","13""",637,?°å??™æ©???ºå?å¸‚æ¾å±±å??‰å¾©?—è·¯32å·???539,126,665,25,690,0,690,487,1177,58.62%,45.79%,10.71%,35.08,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,å¾©å‹¢??1-6,?ºå?å¸‚æ¾å±±å?å¯§å?è¡?2??533,206,739,55,794,1,795,568,1363,58.25%,39.10%,15.11%,23.99,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,å¾©å‹¢??7-11,?ºå?å¸‚æ¾å±±å??—äº¬?±è·¯4æ®?20å·?7??538,171,709,61,770,0,770,470,1240,62.10%,43.39%,13.79%,29.6,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,å¾©å‹¢??12-15,213,788,64,852,0,852,523,1375,61.96%,41.82%,15.49%,26.33,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,å¾©å‹¢??16-21,?ºå?å¸‚æ¾å±±å??‰å¾©?—è·¯80å·???575,198,773,51,824,0,824,553,1377,59.84%,41.76%,14.38%,27.38,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,ç¦æ???1-5,159,639,35,674,0,674,551,1225,55.02%,39.18%,12.98%,26.2,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸??¾å±±?€,ç¦æ???6-10,?ºå?å¸‚æ¾å±±å?å¸‚æ?å¤§é?4æ®?1??430,187,617,41,658,0,658,359,1017,64.70%,42.28%,18.39%,23.89,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,è¥¿æ???1-8,155,760,32,792,4,796,1680,2476,31.99%,24.43%,6.26%,18.17,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,è¥¿æ???9-18,148,843,31,874,0,874,507,1381,63.29%,50.33%,10.72%,39.61,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,è¥¿æ???19-28,155,766,54,820,0,820,474,1294,63.37%,47.22%,11.98%,35.24,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"æ­????""1-7",æ­???€æ°‘æ´»?•ä¸­å¿ƒã€ˆå·¦?Šã€??ºå?å¸‚ä¿¡ç¾©å?ä»æ?è·?æ®?52å·???572,176,748,11,759,0,759,592,1351,56.18%,42.34%,13.03%,29.31,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"æ­????""8",19-20,"25""",648,æ­???€æ°‘æ´»?•ä¸­å¿ƒã€ˆå³?Šã€??ºå?å¸‚ä¿¡ç¾©å?ä»æ?è·?æ®?52å·???564,159,723,41,764,0,764,532,1296,58.95%,43.52%,12.27%,,,31.25,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"æ­????""9","21-24""",649,?ºç£?™ä¿¡ç¾©å?,?ºå?å¸‚ä¿¡ç¾©å??‰å¾©?—è·¯443å·???564,169,733,60,793,7,800,502,1302,60.91%,43.32%,12.98%,,,30.34,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?ˆé???1-7,110,513,69,582,0,582,443,1025,56.78%,39.32%,10.73%,28.59,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?ˆé???8-15,188,738,46,784,0,784,637,1421,55.17%,38.71%,13.23%,25.48,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,ä¸­è???1-7,170,792,54,846,0,846,655,1501,56.36%,41.44%,11.33%,30.11,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,ä¸­è???8-14,185,758,44,802,12,814,761,1575,50.92%,36.38%,11.75%,24.63,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?°ä???1-9,177,838,35,873,0,873,643,1516,57.59%,43.60%,11.68%,31.92,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?°ä???10-22,202,776,33,809,0,809,573,1382,58.54%,41.53%,14.62%,26.91,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?ˆé???1-7,?ºå?å¸‚ä¿¡ç¾©å??¾é?è·?6??æ¨?464,140,604,52,656,1,657,471,1128,58.16%,41.13%,12.41%,28.72,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?ˆé???8-13,?ºå?å¸‚ä¿¡ç¾©å??¾é?è·?6??æ¨?561,162,723,70,793,3,796,601,1397,56.76%,40.16%,11.60%,28.56,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?ˆé???14-20,176,676,51,727,0,727,434,1161,62.62%,43.07%,15.16%,27.91,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?ˆé???21-28,?ºå?å¸‚ä¿¡ç¾©å??¾é?è·?6??æ¨?574,176,750,49,799,2,801,567,1368,58.41%,41.96%,12.87%,29.09,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?¦å???1-4,140,585,33,618,0,618,431,1049,58.91%,42.42%,13.35%,29.07,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?¦å???5-11,152,753,54,807,0,807,501,1308,61.70%,45.95%,11.62%,34.33,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?¦å???12-18,162,670,54,724,0,724,430,1154,62.74%,44.02%,14.04%,29.98,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?¦å???19-22,165,638,23,661,0,661,417,1078,61.32%,43.88%,15.31%,28.57,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,å»????1-5,?ºå?å¸‚ä¿¡ç¾©å?å¿ å??±è·¯5æ®?36å·?5??590,167,757,50,807,0,807,568,1375,58.69%,42.91%,12.15%,30.76,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,å»????6-12,?ºå?å¸‚ä¿¡ç¾©å?å¿ å??±è·¯5æ®?36å·?5??641,172,813,45,858,3,861,587,1448,59.25%,44.27%,11.88%,32.39,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,å»????13-18,?ºå?å¸‚ä¿¡ç¾©å?å¿ å??±è·¯5æ®?36å·?5??532,182,714,29,743,0,743,507,1250,59.44%,42.56%,14.56%,28,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,å»????19-23,?ºå?å¸‚ä¿¡ç¾©å?å¿ å??±è·¯5æ®?36å·?5??584,201,785,43,828,0,828,553,1381,59.96%,42.29%,14.55%,27.74,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,å»????24-29,?ºå?å¸‚ä¿¡ç¾©å?å¿ å??±è·¯5æ®?36å·?5??523,168,691,62,753,0,753,460,1213,62.08%,43.12%,13.85%,29.27,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,å®‰åº·??1-5,214,841,57,898,0,898,475,1373,65.40%,45.67%,15.59%,30.08,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,å®‰åº·??6-10,180,703,44,747,0,747,479,1226,60.93%,42.66%,14.68%,27.98,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,å®‰åº·??11-15,167,633,26,659,0,659,458,1117,59%,41.72%,14.95%,26.77,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,å®‰åº·??16-20,?ºå?å¸‚ä¿¡ç¾©å??¾å¾·è·?68å·?5??489,151,640,55,695,0,695,428,1123,61.89%,43.54%,13.45%,30.09,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,å®‰åº·??21-26,156,676,51,727,0,727,473,1200,60.58%,43.33%,13.00%,30.33,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,å®‰åº·??27-28,163,678,32,710,0,710,625,1335,53.18%,38.58%,12.21%,26.37,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,å®‰åº·??29-33,159,691,38,729,0,729,603,1332,54.73%,39.94%,11.94%,28,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?­è???1-8,231,893,82,975,0,975,673,1648,59.16%,40.17%,14.02%,26.15,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?­è???9-14,?ºå?å¸‚ä¿¡ç¾©å?æ°¸å?è·?80å·?0??509,301,810,73,883,0,883,659,1542,57.26%,33.01%,19.52%,13.49,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?…ç¥¥??1-6,?ºå?å¸‚ä¿¡ç¾©å??ºé?è·?æ®?3å·???507,164,671,59,730,2,732,496,1228,59.45%,41.29%,13.36%,27.93,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?…ç¥¥??7-13,?ºå?å¸‚ä¿¡ç¾©å??ºé?è·?æ®?3å·???671,258,929,71,1000,0,1000,731,1731,57.77%,38.76%,14.90%,23.86,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?…ç¥¥??14-20,?ºå?å¸‚ä¿¡ç¾©å??ºé?è·?æ®?3å·???598,185,783,49,832,1,833,570,1403,59.30%,42.62%,13.19%,29.43,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,äº”å¸¸??1-9,?ºå?å¸‚ä¿¡ç¾©å??¾é?è·?61??744,232,976,95,1071,6,1077,852,1929,55.52%,38.57%,12.03%,26.54,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,äº”å¸¸??10-15,?ºå?å¸‚ä¿¡ç¾©å??¾é?è·?61??563,185,748,54,802,0,802,498,1300,61.69%,43.31%,14.23%,29.08,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,äº”å…¨??1-6,?ºå?å¸‚ä¿¡ç¾©å?æ°¸å?è·?86??æ¨?556,185,741,39,780,0,780,706,1486,52.49%,37.42%,12.45%,24.97,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,äº”å…¨??7-14,?ºå?å¸‚ä¿¡ç¾©å?æ°¸å?è·?78å·?å¼?3??532,170,702,73,775,0,775,757,1532,50.59%,34.73%,11.10%,23.63,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,äº”å…¨??15-22,?ºå?å¸‚ä¿¡ç¾©å?æ°¸å?è·?78å·?7å¼?8??595,209,804,62,866,0,866,521,1387,62.44%,42.90%,15.07%,27.83,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,æ°¸å???1-4,160,612,46,658,0,658,537,1195,55.06%,37.82%,13.39%,24.43,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,æ°¸å???5-9,?ºå?å¸‚ä¿¡ç¾©å?æ°¸å?è·?17å·?å¼?2-2??420,127,547,40,587,1,588,480,1068,54.96%,39.33%,11.89%,27.44,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,æ°¸å???10-17,?ºå?å¸‚ä¿¡ç¾©å?æ°¸å?è·?17å·?å¼?2-3??448,164,612,57,669,1,670,603,1273,52.55%,35.19%,12.88%,22.31,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"?·æ˜¥??""1-5",æ°¸æ˜¥?€æ°‘æ´»?•ä¸­å¿??ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?94??æ¨?607,161,768,72,840,0,840,489,1329,63.21%,45.67%,12.11%,33.56,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"?·æ˜¥??""6-7",690,?¾å±±ç¦éŸ³???ºå?å¸‚ä¿¡ç¾©å??Žæ?è¡?08å·?2??498,162,660,48,708,0,708,603,1311,54%,37.99%,12.36%,25.63,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"?·æ˜¥??""8-9",691,æ°‘å?,?ºå?å¸‚ä¿¡ç¾©å??Žæ?è¡?20å·?23??470,173,643,58,701,0,701,557,1258,55.72%,37.36%,13.75%,23.61,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?›è‚²??1-5,?ºå?å¸‚ä¿¡ç¾©å??¾é?è·?61??516,185,701,73,774,0,774,503,1277,60.61%,40.41%,14.49%,25.92,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"?›è‚²??""6-10",æ°¸å??‹ä¸­K?¸ä¸­å¿?,?ºå?å¸‚ä¿¡ç¾©å??¾é?è·?61??570,179,749,64,813,0,813,472,1285,63.27%,44.36%,13.93%,30.43,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?›è‚²??11-14,?ºå?å¸‚ä¿¡ç¾©å??¾é?è·?61??501,181,682,60,742,0,742,419,1161,63.91%,43.15%,15.59%,27.56,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"?›è‚²??""15-17",æ°¸å??‹ä¸­?™å¸«???ºå?å¸‚ä¿¡ç¾©å??¾é?è·?61??484,199,683,48,731,0,731,568,1299,56.27%,37.26%,15.32%,21.94,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"?›ç¶­??""1",æ°¸æ˜¥?‹å?1å¹??­æ?å®??ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?25å·?8??511,156,667,51,718,0,718,525,1243,57.76%,41.11%,12.55%,28.56,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"?›ç¶­??""2-4",æ°¸æ˜¥?‹å?1å¹??­æ?å®??ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?25å·?8??491,161,652,41,693,0,693,504,1197,57.89%,41.02%,13.45%,27.57,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?›ç¶­??5-10,182,729,37,766,0,766,458,1224,62.58%,44.69%,14.87%,29.82,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?›ç¶­??12-15,126,582,45,627,0,627,520,1147,54.66%,39.76%,10.99%,28.77,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,æ°¸æ˜¥??1-5,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?87å·???377,144,521,29,550,0,550,495,1045,52.63%,36.08%,13.78%,22.3,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,æ°¸æ˜¥??6-10,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?87å·???489,145,634,35,669,0,669,427,1096,61.04%,44.62%,13.23%,31.39,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,æ°¸æ˜¥??11-16,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?87å·???455,144,599,21,620,0,620,495,1115,55.61%,40.81%,12.91%,27.9,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,æ°¸æ˜¥??17-22,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?87å·???426,161,587,55,642,0,642,475,1117,57.48%,38.14%,14.41%,23.73,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"å¯Œå°??""1",704,?‘ç¸½?°å??’ç«¥ç¦åˆ©ä¸­å??¥é€å®¤,?ºå?å¸‚ä¿¡ç¾©å?å¿ å??±è·¯5æ®?75å·?5??379,122,501,31,532,0,532,487,1019,52.21%,37.19%,11.97%,25.22,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"å¯Œå°??""3-5",705,?‘ç¸½?°å??’ç«¥ç¦åˆ©ä¸­å?Aæ£Ÿå????ºå?å¸‚ä¿¡ç¾©å??Žæ?è¡?20å·?70??587,149,736,59,795,0,795,551,1346,59.06%,43.61%,11.07%,32.54,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"å¯Œå°??""2",13,"16""",706,?¯å‹¤å¯Œå°?°å??ªæ²»???ºå?å¸‚ä¿¡ç¾©å?å¿ å??±è·¯5æ®?95å·???587,145,732,54,786,0,786,619,1405,55.94%,41.78%,10.32%,,,31.46,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?‹æ¥­??2-5,158,744,49,793,4,797,559,1356,58.48%,43.22%,11.65%,31.57,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?‹æ¥­??7-12,191,753,43,796,0,796,454,1250,63.68%,44.96%,15.28%,29.68,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?‹æ¥­??13-18,167,720,47,767,0,767,487,1254,61.16%,44.10%,13.32%,30.78,,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?‹æ¥­??19-24,?ºå?å¸‚ä¿¡ç¾©å??¾å¾·è·?68å·?5??559,159,718,33,751,0,751,566,1317,57.02%,42.44%,12.07%,30.37,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"?‹æ¥­??""1",711,?ˆé??‹ä¸­ç¸«ç??™å®¤,?ºå?å¸‚ä¿¡ç¾©å??¾å¾·è·?68å·?5??556,187,743,58,801,0,801,470,1271,63.02%,43.75%,14.71%,29.04,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?¾é???2-7,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?55??379,138,517,37,554,0,554,425,979,56.59%,38.71%,14.10%,24.61,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"?¾é???""1",?¾å±±å®¶å?å»?¨­å¤§æ???12?™å®¤,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?55??391,135,526,48,574,0,574,451,1025,56%,38.15%,13.17%,24.98,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"?¾å???""1-3",714,?¾å±±å®¶å?å»?¨­å¤§æ???11?™å®¤,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?55??560,151,711,41,752,2,754,758,1512,49.74%,37.04%,9.99%,27.05,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"?¾å???""4",?¾å±±å®¶å?å»?¨­å¤§æ???12?™å®¤,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?55??648,206,854,36,890,3,893,590,1483,60.01%,43.70%,13.89%,29.81,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?¾å???11-16,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?55??605,174,779,48,827,0,827,532,1359,60.85%,44.52%,12.80%,31.72,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?¾å???17-21,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?55??577,212,789,28,817,1,818,569,1387,58.90%,41.60%,15.28%,26.32,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?¾å???2-9,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?55??æ¨?551,194,745,39,784,0,784,671,1455,53.88%,37.87%,13.33%,24.54,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,?¾å???10-16,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?55??æ¨?565,231,796,39,835,2,837,624,1461,57.15%,38.67%,15.81%,22.86,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,"?¾å???""1",?¾å±±å®¶å?å»?¨­å¤§æ???13?™å®¤,?ºå?å¸‚ä¿¡ç¾©å??¾å±±è·?55??æ¨?661,178,839,54,893,0,893,639,1532,58.29%,43.15%,11.62%,31.53,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,ä¸­å¡??1-4,?ºå?å¸‚ä¿¡ç¾©å?ç¦å¾·è¡?21å·?5??456,158,614,55,669,0,669,374,1043,64.14%,43.72%,15.15%,28.57,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,ä¸­å¡??5-8,?ºå?å¸‚ä¿¡ç¾©å?ç¦å¾·è¡?21å·?5??353,147,500,53,553,0,553,322,875,63.20%,40.34%,16.80%,23.54,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,ä¸­å¡??9-12,?ºå?å¸‚ä¿¡ç¾©å?ç¦å¾·è¡?21å·?5??368,126,494,27,521,0,521,406,927,56.20%,39.70%,13.59%,26.11,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,ä¸­å¡??13-16,?ºå?å¸‚ä¿¡ç¾©å?ç¦å¾·è¡?21å·?5??436,174,610,72,682,1,683,436,1119,60.95%,38.96%,15.55%,23.41,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,ä¸­è???1-6,?ºå?å¸‚ä¿¡ç¾©å?ç¦å¾·è¡?53??568,226,794,61,855,0,855,608,1463,58.44%,38.82%,15.45%,23.37,,,,,,,,,,,,,,
ç¬?æ¡??ºå?å¸?ä¿¡ç¾©?€,ä¸­è???7-13,?ºå?å¸‚ä¿¡ç¾©å?ç¦å¾·è¡?53??552,204,756,63,819,0,819,474,1293,63.34%,42.69%,15.78%,26.91,,,,,,,,,,,,,,
